X,author,title,type,start,end,kind,words
4605,"More, Thomas, Saint",Utopia,sentence,4383,4538,NA,They are also persuaded that God will make up the loss of those small pleasures with a vast and endless joy of which religion easily convinces a good soul
4680,"More, Thomas, Saint",Utopia,sentence,4396,4552,NA,The minds of the Utopians when fenced with a love for learning are very ingenious in discovering all such arts as are necessary to carry it to perfection
4413,"More, Thomas, Saint",Utopia,sentence,4407,4587,NA,By this means such as dwell in those country farms are never ignorant of agriculture and so commit no errors which might otherwise be fatal and bring them under a scarcity of corn
4364,"More, Thomas, Saint",Utopia,sentence,4409,5001,NA,I confess without taking it quite away those pressures that lie on a great part of mankind may be made lighter but they can never be quite removed for if laws were made to determine at how great an extent in soil and at how much money every man must stopto limit the prince that he might not grow too great and to restrain the people that they might not become too insolentand that none might factiously aspire to public employments which ought neither to be sold nor made burdensome by a great expense since otherwise those that serve in them would be tempted to reimburse them
4643,"More, Thomas, Saint",Utopia,sentence,4418,4655,NA,It is all one in their opinion whether it be said that health is in itself a pleasure or that it begets a pleasure as fire gives heat so it be granted that all those whose health is entire have a true pleasure in the enjoyment of it
4297,"More, Thomas, Saint",Utopia,entity,4425,4431,location,King of
4809,"More, Thomas, Saint",Utopia,sentence,4427,4683,NA,They send some of their own people to receive these revenues who have orders to live magnificently and like princes by which means they consume much of it upon the place and either bring over the rest to Utopia or lend it to that nation in which it lies
4492,"More, Thomas, Saint",Utopia,sentence,4429,4862,NA,While in other places four or five upper garments of woollen cloth of different colours and as many vests of silk will scarce serve one man and while those that are nicer think ten too few every man there is content with one which very often serves him two years nor is there anything that can tempt a man to desire more for if he had them he would neither be the warmer nor would he make one jot the better appearance for it
4336,"More, Thomas, Saint",Utopia,sentence,4434,4762,NA,To these things I would add that law among the Macariansa people that live not far from Utopiaby which their king on the day on which he began to reign is tied by an oath confirmed by solemn sacrifices never to have at once above a thousand pounds of gold in his treasures or so much silver as is equal to that in value
4438,"More, Thomas, Saint",Utopia,sentence,4437,4684,NA,The town is compassed with a high and thick wall in which there are many towers and forts there is also a broad and deep dry ditch set thick with thorns cast round three sides of the town and the river is instead of a ditch on the fourth side
4273,"More, Thomas, Saint",Utopia,sentence,4447,4613,NA,The Friar answered for I shall give you his own words I am not angry you hangman at least I do not sin in it for the Psalmist says Be ye angry and sin not
4545,"More, Thomas, Saint",Utopia,sentence,4447,4793,NA,When they have thus taken care of their whole country and laid up stores for two years which they do to prevent the ill consequences of an unfavourable season they order an exportation of the overplus both of corn honey wool flax wood wax tallow leather and cattle which they send out commonly in great quantities to other nations
4201,"More, Thomas, Saint",Utopia,sentence,4450,4965,NA,But I do not think that this necessity of stealing arises only from hence there is another cause of it more peculiar to England  What is that said the Cardinal The increase of pasture said I by which your sheep which are naturally mild and easily kept in order may be said now to devour men and unpeople not only villages but towns for wherever it is found that the sheep of any soil yield a softer and richer wool than ordinary there the nobility and gentry and even those holy men the abbots
4840,"More, Thomas, Saint",Utopia,sentence,4451,5001,NA,They are struck with horror when they see any die in this manner and carry them out in silence and with sorrow and praying God that He would be merciful to the errors of the departed soul they lay the body in the ground but when any die cheerfully and full of hope they do not mourn for them but sing hymns when they carry out their bodies and commending their souls very earnestly to God their whole behaviour is then rather grave than sad they burn the body and set up a pillar where the pile was made with an inscription to the honour o
4880,"More, Thomas, Saint",Utopia,sentence,4456,4716,NA,They are made of no rich materials for they are neither embroidered nor set with precious stones but are composed of the plumes of several birds laid together with so much art and so neatly that the true value of them is far beyond the costliest materials
4854,"More, Thomas, Saint",Utopia,sentence,4468,4588,NA,There is nothing in which they are more cautious than in giving their opinion positively concerning any sort of religion
4051,"More, Thomas, Saint",Utopia,entity,4472,4479,person,Nowhere
4524,"More, Thomas, Saint",Utopia,sentence,4476,4920,NA,If there is a temple within the Syphogranty the Priest and his wife sit with the Syphogrant above all the rest next them there is a mixture of old and young who are so placed that as the young are set near others so they are mixed with the more ancient which they say was appointed on this account that the gravity of the old people and the reverence that is due to them might restrain the younger from all indecent words and gestures
4239,"More, Thomas, Saint",Utopia,sentence,4484,4621,NA,They condemned such as they found guilty of great crimes to work their whole lives in quarries or to dig in mines with chains about them
4178,"More, Thomas, Saint",Utopia,sentence,4506,4749,NA,There are dreadful punishments enacted against thieves but it were much better to make such good provisions by which every man might be put in a method how to live and so be preserved from the fatal necessity of stealing and of dying for it
4788,"More, Thomas, Saint",Utopia,sentence,4507,4874,NA,Their skill in military affairs increases their courage and the wise sentiments which according to the laws of their country are instilled into them in their education give additional vigour to their minds for as they do not undervalue life so as prodigally to throw it away they are not so indecently fond of it as to preserve it by base and unbecoming methods
4159,"More, Thomas, Saint",Utopia,sentence,4512,4706,NA,So much learning as you have even without practice in affairs or so great a practice as you have had without any other learning would render you a very fit counsellor to any king whatsoever
4894,"More, Thomas, Saint",Utopia,sentence,4522,5001,NA,I would gladly hear any man compare the justice that is among them with that of all other nations among whom may I perish if I see anything that looks either like justice or equity for what justice is there in this that a nobleman a goldsmith a banker or any other man that either does nothing at all or at best is employed in things that are of no use to the public should live in great luxury and splendour upon what is so ill acquired and a mean man a carter a 
4697,"More, Thomas, Saint",Utopia,sentence,4527,4802,NA,Their women are not married before eighteen nor their men before twoand twenty and if any of them run into forbidden embraces before marriage they are severely punished and the privilege of marriage is denied them unless they can obtain a special warrant from the Prince
4606,"More, Thomas, Saint",Utopia,sentence,4541,4824,NA,Thus upon an inquiry into the whole matter they reckon that all our actions and even all our virtues terminate in pleasure as in our chief end and greatest happiness and they call every motion or state either of body or mind in which Nature teaches us to delight a pleasure
4257,"More, Thomas, Saint",Utopia,sentence,4549,4968,NA,The only danger to be feared from them is their conspiring against the government but those of one division and neighbourhood can do nothing to any purpose unless a general conspiracy were laid amongst all the slaves of the several jurisdictions which cannot be done since they cannot meet or talk together nor will any venture on a design where the concealment would be so dangerous and the discovery so profitable
4681,"More, Thomas, Saint",Utopia,sentence,4555,4750,NA,Two things they owe to us the manufacture of paper and the art of printing yet they are not so entirely indebted to us for these discoveries but that a great part of the invention was their own
4207,"More, Thomas, Saint",Utopia,entity,4572,4578,location,England
4507,"More, Thomas, Saint",Utopia,sentence,4572,4719,NA,Near these markets there are others for all sorts of provisions where there are not only herbs fruits and bread but also fish fowl and cattle
4021,"More, Thomas, Saint",Utopia,sentence,4577,4715,NA,The book was first printed at Louvain late in 1516 under the editorship of Erasmus Peter Giles and other of Mores friends in Flanders
4560,"More, Thomas, Saint",Utopia,sentence,4589,5001,NA,They find pearls on their coasts and diamonds and carbuncles on their rocks they do not look after them but if they find them by chance they polish them and with them they adorn their children who are delighted with them and glory in them during their childhood but when they grow to years and see that none but children use such baubles they of their own accord without being bid by their parents la
4414,"More, Thomas, Saint",Utopia,sentence,4590,4845,NA,But though there is every year such a shifting of the husbandmen to prevent any man being forced against his will to follow that hard course of life too long yet many among them take such pleasure in it that they desire leave to continue in it many years
4855,"More, Thomas, Saint",Utopia,sentence,4591,4731,NA,The men that lead those severe lives are called in the language of their country Brutheskas which answers to those we call Religious Orders
4753,"More, Thomas, Saint",Utopia,sentence,4592,4836,NA,Bears lions boars wolves and dogs and all other animals employ their bodily force one against another in which as many of them are superior to men both in strength and fierceness so they are all subdued by his reason and understanding
4134,"More, Thomas, Saint",Utopia,sentence,4595,4751,NA,There they found the conveniencies of seeing many countries on all hands for no ship went any voyage into which he and his companions were not very welcome
4666,"More, Thomas, Saint",Utopia,sentence,4598,4730,NA,I am sure that whatever may be said of their notions there is not in the whole world either a better people or a happier government
4071,"More, Thomas, Saint",Utopia,entity,4607,4613,location,Louvain
4274,"More, Thomas, Saint",Utopia,sentence,4616,4699,NA,Upon this the Cardinal admonished him gently and wished him to govern his passions
4240,"More, Thomas, Saint",Utopia,sentence,4624,5001,NA,But the method that I liked best was that which I observed in my travels in Persia among the Polylerits who are a considerable and wellgoverned people they pay a yearly tribute to the King of Persia but in all other respects they are a free nation and governed by their own laws they lie far from the sea and are environed with hills and being contented with the produ
4312,"More, Thomas, Saint",Utopia,sentence,4626,5001,NA,Another proposes that the judges must be made sure that they may declare always in favour of the prerogative that they must be often sent for to court that the king may hear them argue those points in which he is concerned since how unjust soever any of his pretensions may be yet still some one or other of them either out of contradiction to others or the pride of s
4289,"More, Thomas, Saint",Utopia,sentence,4630,5001,NA,The hardest point of all is what to do with England a treaty of peace is to be set on foot and if their alliance is not to be depended on yet it is to be made as firm as possible and they are to be called friends but suspected as enemies therefore the Scots are to be kept in readiness to be let loose upon England on every occasion and some banished nobleman is 
4482,"More, Thomas, Saint",Utopia,sentence,4648,5001,NA,First women generally do little who are the half of mankind and if some few women are diligent their husbands are idle then consider the great company of idle priests and of those that are called religious men add to these all rich men chiefly those that have estates in land who are called noblemen and gentlemen together with their families 
4355,"More, Thomas, Saint",Utopia,sentence,4654,5001,NA,The greatest parts of His precepts are more opposite to the lives of the men of this age than any part of my discourse has been but the preachers seem to have learned that craft to which you advise me for they observing that the world would not willingly suit their lives to the rules that Christ has given have fitted His doctrine as if it ha
4644,"More, Thomas, Saint",Utopia,sentence,4658,4870,NA,And they reason thusWhat is the pleasure of eating but that a mans health which had been weakened does with the assistance of food drive away hunger and so recruiting itself recovers its former vigour
4052,"More, Thomas, Saint",Utopia,entity,4663,4673,person,Peter Giles
4828,"More, Thomas, Saint",Utopia,sentence,4667,5001,NA,At the first constitution of their government Utopus having understood that before his coming among them the old inhabitants had been engaged in great quarrels concerning religion by which they were so divided among themselves that he found it an easy thing to conquer them since instead of uniting their forces against him every
4298,"More, Thomas, Saint",Utopia,entity,4675,4681,location,England
4382,"More, Thomas, Saint",Utopia,sentence,4685,4804,NA,I will do it very willingly said he for I have digested the whole matter carefully but it will take up some time
4810,"More, Thomas, Saint",Utopia,sentence,4686,4812,NA,This they most commonly do unless some great occasion which falls out but very seldom should oblige them to call for it all
4439,"More, Thomas, Saint",Utopia,sentence,4687,4774,NA,The streets are very convenient for all carriage and are well sheltered from the winds
4241,"More, Thomas, Saint",Utopia,entity,4700,4705,location,Persia
4275,"More, Thomas, Saint",Utopia,sentence,4702,5001,NA,No my lord said he I speak not but from a good zeal which I ought to have for holy men have had a good zeal as it is said The zeal of thy house hath eaten me up and we sing in our church that those who mocked Elisha as he went up to the house of God felt the effects of his zeal which t
4160,"More, Thomas, Saint",Utopia,sentence,4708,4747,NA,You are doubly mistaken said he Mr
4022,"More, Thomas, Saint",Utopia,sentence,4718,4798,NA,It was then revised by More and printed by Frobenius at Basle in November 1518
4881,"More, Thomas, Saint",Utopia,sentence,4719,5001,NA,They say that in the ordering and placing those plumes some dark mysteries are represented which pass down among their priests in a secret tradition concerning them and that they are as hieroglyphics putting them in mind of the blessing that they have received from God and of t
4508,"More, Thomas, Saint",Utopia,sentence,4722,5001,NA,There are also without their towns places appointed near some running water for killing their beasts and for washing away their filth which is done by their slaves for they suffer none of their citizens to kill their cattle because they think that pity and goodnature which
4667,"More, Thomas, Saint",Utopia,sentence,4733,5001,NA,Their bodies are vigorous and lively and though they are but of a middle stature and have neither the fruitfullest soil nor the purest air in the world yet they fortify themselves so well by their temperate course of life against the unhealthiness of their air an
4856,"More, Thomas, Saint",Utopia,sentence,4734,5001,NA,Their priests are men of eminent piety and therefore they are but few for there are only thirteen in every town one for every temple but when they go to war seven of these go out with their forces and seven others are chosen to supply their room in their absenc
4161,"More, Thomas, Saint",Utopia,sentence,4749,4972,NA,More both in your opinion of me and in the judgment you make of things for as I have not that capacity that you fancy I have so if I had it the public would not be one jot the better when I had sacrificed my quiet to it
4179,"More, Thomas, Saint",Utopia,sentence,4752,5001,NA,There has been care enough taken for that said he there are many handicrafts and there is husbandry by which they may make a shift to live unless they have a greater mind to follow ill courses  That will not serve your turn said I for 
4682,"More, Thomas, Saint",Utopia,sentence,4752,4964,NA,We showed them some books printed by Aldus we explained to them the way of making paper and the mystery of printing but as we had never practised these arts we described them in a crude and superficial manner
4135,"More, Thomas, Saint",Utopia,sentence,4754,5001,NA,The first vessels that they saw were flatbottomed their sails were made of reeds and wicker woven close together only some were of leather but afterwards they found ships made with round keels and canvas sails and in all respects like our s
4223,"More, Thomas, Saint",Utopia,sentence,4754,5001,NA,If you do not find a remedy to these evils it is a vain thing to boast of your severity in punishing theft which though it may have the appearance of justice yet in itself is neither just nor convenient for if you suffer your people to be ille
4337,"More, Thomas, Saint",Utopia,sentence,4765,4988,NA,This law they tell us was made by an excellent king who had more regard to the riches of his country than to his own wealth and therefore provided against the heaping up of so much treasure as might impoverish the people
4440,"More, Thomas, Saint",Utopia,sentence,4777,4872,NA,Their buildings are good and are so uniform that a whole side of a street looks like one house
4096,"More, Thomas, Saint",Utopia,sentence,4794,5001,NA,His conversation was so pleasant and so innocently cheerful that his company in a great measure lessened any longings to go back to my country and to my wife and children which an absence of four months ha
4546,"More, Thomas, Saint",Utopia,sentence,4796,5001,NA,They order a seventh part of all these goods to be freely given to the poor of the countries to which they send them and sell the rest at moderate rates and by this exchange they not only bring back those
4023,"More, Thomas, Saint",Utopia,sentence,4801,4892,NA,It was reprinted at Paris and Vienna but was not printed in England during Mores lifetime
4698,"More, Thomas, Saint",Utopia,sentence,4805,4961,NA,Such disorders cast a great reproach upon the master and mistress of the family in which they happen for it is supposed that they have failed in their duty
4383,"More, Thomas, Saint",Utopia,sentence,4807,4889,NA,Let us go then said I first and dine and then we shall have leisure enough
4811,"More, Thomas, Saint",Utopia,sentence,4815,4925,NA,It is out of these lands that they assign rewards to such as they encourage to adventure on desperate attempts
4072,"More, Thomas, Saint",Utopia,entity,4821,4825,location,Paris
4713,"More, Thomas, Saint",Utopia,sentence,4821,5001,NA,If their slaves rebel and will not bear their yoke and submit to the labour that is enjoined them they are treated as wild beasts that cannot be kept in order neither by a prison
4607,"More, Thomas, Saint",Utopia,sentence,4827,5001,NA,Thus they cautiously limit pleasure only to those appetites to which Nature leads us for they say that Nature leads us only to those delights to which reason as well as sens
4073,"More, Thomas, Saint",Utopia,entity,4831,4836,location,Vienna
4574,"More, Thomas, Saint",Utopia,sentence,4832,5001,NA,But they much more admire and detest the folly of those who when they see a rich man though they neither owe him anything nor are in any sort dependent on his bounty 
4754,"More, Thomas, Saint",Utopia,sentence,4839,5001,NA,The only design of the Utopians in war is to obtain that by force which if it had been granted them in time would have prevented the war or if that cannot be 
4415,"More, Thomas, Saint",Utopia,sentence,4848,4979,NA,These husbandmen till the ground breed cattle hew wood and convey it to the towns either by land or water as is most convenient
4074,"More, Thomas, Saint",Utopia,entity,4862,4868,location,England
4493,"More, Thomas, Saint",Utopia,sentence,4865,5001,NA,And thus since they are all employed in some useful labour and since they content themselves with fewer things it falls out that there
4645,"More, Thomas, Saint",Utopia,sentence,4873,5001,NA,And being thus refreshed it finds a pleasure in that conflict and if the conflict is pleasure the victory must yet breed a grea
4441,"More, Thomas, Saint",Utopia,sentence,4875,4951,NA,The streets are twenty feet broad there lie gardens behind all their houses
4789,"More, Thomas, Saint",Utopia,sentence,4877,5001,NA,In the greatest heat of action the bravest of their youth who have devoted themselves to that service single out the genera
4384,"More, Thomas, Saint",Utopia,sentence,4891,4984,NA,He consented we went in and dined and after dinner came back and sat down in the same place
4024,"More, Thomas, Saint",Utopia,sentence,4895,5001,NA,Its first publication in this country was in the English translation made in Edwards VIs reign 1551 b
4525,"More, Thomas, Saint",Utopia,sentence,4923,5001,NA,Dishes are not served up to the whole table at first but the best are first se
4812,"More, Thomas, Saint",Utopia,sentence,4928,5001,NA,If any prince that engages in war with them is making preparations for inv
4905,"More, Thomas, Saint",Utopia,sentence,4940,5126,NA,Pride thinks its own happiness shines the brighter by comparing it with the misfortunes of other persons that by displaying its own wealth they may feel their poverty the more sensibly
4776,"More, Thomas, Saint",Utopia,sentence,4943,5001,NA,There are few wars in which they make not a considerable pa
4299,"More, Thomas, Saint",Utopia,entity,4945,4951,location,England
4442,"More, Thomas, Saint",Utopia,sentence,4954,5001,NA,These are large but enclosed with buildings th
4699,"More, Thomas, Saint",Utopia,sentence,4964,5001,NA,The reason of punishing this so severe
4202,"More, Thomas, Saint",Utopia,sentence,4967,5001,NA,not contented with the old rents wh
4683,"More, Thomas, Saint",Utopia,sentence,4967,5001,NA,They seized the hints we gave them
4627,"More, Thomas, Saint",Utopia,sentence,4969,5001,NA,But if the pleasure lies in seein
4258,"More, Thomas, Saint",Utopia,sentence,4970,5001,NA,None are quite hopeless of recov
4162,"More, Thomas, Saint",Utopia,sentence,4975,5001,NA,For most princes apply them
4416,"More, Thomas, Saint",Utopia,sentence,4982,5001,NA,They breed an infini
4385,"More, Thomas, Saint",Utopia,sentence,4987,5001,NA,I ordered my se
4338,"More, Thomas, Saint",Utopia,sentence,4991,5001,NA,He thought 
4906,"More, Thomas, Saint",Utopia,sentence,5129,6040,NA,This is that infernal serpent that creeps into the breasts of mortals and possesses them too much to be easily drawn out and therefore I am glad that the Utopians have fallen upon this form of government in which I wish that all the world could be so wise as to imitate them for they have indeed laid down such a scheme and foundation of policy that as men live happily under it so it is like to be of great continuance for they having rooted out of the minds of their people all the seeds both of ambition and faction there is no danger of any commotions at home which alone has been the ruin of many states that seemed otherwise to be well secured but as long as they live in peace at home and are governed by such good laws the envy of all their neighbouring princes who have often though in vain attempted their ruin will never be able to put their state into any commotion or disorder
4907,"More, Thomas, Saint",Utopia,sentence,6043,7203,NA,When Raphael had thus made an end of speaking though many things occurred to me both concerning the manners and laws of that people that seemed very absurd as well in their way of making war as in their notions of religion and divine matterstogether with several other particulars but chiefly what seemed the foundation of all the rest their living in common without the use of money by which all nobility magnificence splendour and majesty which according to the common opinion are the true ornaments of a nation would be quite taken awayyet since I perceived that Raphael was weary and was not sure whether he could easily bear contradiction remembering that he had taken notice of some who seemed to think they were bound in honour to support the credit of their own wisdom by finding out something to censure in all other mens inventions besides their own I only commended their Constitution and the account he had given of it in general and so taking him by the hand carried him to supper and told him I would find out some other time for examining this subject more particularly and for discoursing more copiously upon it
4911,"More, Thomas, Saint",Utopia,entity,6629,6635,person,Raphael
4908,"More, Thomas, Saint",Utopia,sentence,7206,7272,NA,And indeed I shall be glad to embrace an opportunity of doing it
4909,"More, Thomas, Saint",Utopia,sentence,7275,7471,NA,In the meanwhile though it must be confessed that he is both a very learned man and a person who has obtained a great knowledge of the world I cannot perfectly agree to everything he has related
4910,"More, Thomas, Saint",Utopia,sentence,7474,7600,NA,However there are many things in the commonwealth of Utopia that I rather wish than hope to see followed in our governments
2825,"Gilman, Charlotte Perkins",Herland,sentence,4148,4167,NA,Of this more later
2826,"Gilman, Charlotte Perkins",Herland,sentence,4173,4582,NA,CHAPTER 9 Our Relations and Theirs   What Im trying to show here is that with these women the whole relationship of life counted in a glad eager growingup to join the ranks of workers in the line best loved a deep tender reverence for ones own mothertoo deep for them to speak of freelyand beyond that the whole free wide range of sisterhood the splendid service of the country and friendships
2827,"Gilman, Charlotte Perkins",Herland,sentence,4585,4744,NA,To these women we came filled with the ideas convictions traditions of our culture and undertook to rouse in them the emotions whichto usseemed proper
2828,"Gilman, Charlotte Perkins",Herland,sentence,4747,4936,NA,However much or little of true sexfeeling there was between us it phrased itself in their minds in terms of friendship the one purely personal love they knew and of ultimate parentage
2829,"Gilman, Charlotte Perkins",Herland,sentence,4938,5001,NA,Visibly we were not mothers nor children nor compatriots so 
2830,"Gilman, Charlotte Perkins",Herland,entity,418,422,person,Terry
2831,"Gilman, Charlotte Perkins",Herland,entity,4202,4216,person,Theirs   What I
2832,"Gilman, Charlotte Perkins",Herland,sentence,2,38,NA,if they loved us we must be friends
2833,"Gilman, Charlotte Perkins",Herland,sentence,41,199,NA,That we should pair off together in our courting days was natural to them that we three should remain much together as they did themselves was also natural
2834,"Gilman, Charlotte Perkins",Herland,sentence,201,290,NA,We had as yet no work so we hung about them in their forest tasks that was natural too
2835,"Gilman, Charlotte Perkins",Herland,sentence,293,392,NA,But when we began to talk about each couple having homes of our own they could not understand it
2836,"Gilman, Charlotte Perkins",Herland,sentence,395,454,NA,Our work takes us all around the country explained Celis
2837,"Gilman, Charlotte Perkins",Herland,sentence,456,498,NA,We cannot live in one place all the time
2838,"Gilman, Charlotte Perkins",Herland,sentence,501,581,NA,We are together now urged Alima looking proudly at Terrys stalwart nearness
2839,"Gilman, Charlotte Perkins",Herland,sentence,583,660,NA,This was one of the times when they were on though presently off again
2840,"Gilman, Charlotte Perkins",Herland,sentence,663,708,NA,Its not the same thing at all he insisted
2841,"Gilman, Charlotte Perkins",Herland,sentence,710,773,NA,A man wants a home of his own with his wife and family in it
2842,"Gilman, Charlotte Perkins",Herland,sentence,776,790,NA,Staying in it
2843,"Gilman, Charlotte Perkins",Herland,sentence,792,820,NA,All the time asked Ellador
2844,"Gilman, Charlotte Perkins",Herland,sentence,822,863,NA,Not imprisoned surely  Of course not
2845,"Gilman, Charlotte Perkins",Herland,sentence,865,902,NA,Living therenaturally he answered
2846,"Gilman, Charlotte Perkins",Herland,sentence,905,943,NA,What does she do thereall the time
2847,"Gilman, Charlotte Perkins",Herland,sentence,945,959,NA,Alima demanded
2848,"Gilman, Charlotte Perkins",Herland,sentence,961,979,NA,What is her work
2849,"Gilman, Charlotte Perkins",Herland,sentence,982,1065,NA,Then Terry patiently explained again that our women did not workwith reservations
2850,"Gilman, Charlotte Perkins",Herland,sentence,1068,1111,NA,But what do they doif they have no work
2851,"Gilman, Charlotte Perkins",Herland,sentence,1113,1126,NA,she persisted
2852,"Gilman, Charlotte Perkins",Herland,sentence,1129,1175,NA,They take care of the homeand the children
2853,"Gilman, Charlotte Perkins",Herland,sentence,1178,1196,NA,At the same time
2854,"Gilman, Charlotte Perkins",Herland,sentence,1198,1211,NA,asked Ellador
2855,"Gilman, Charlotte Perkins",Herland,sentence,1214,1222,NA,Why yes
2856,"Gilman, Charlotte Perkins",Herland,sentence,1224,1284,NA,The children play about and the mother has charge of it all
2857,"Gilman, Charlotte Perkins",Herland,sentence,1286,1316,NA,There are servants of course
2858,"Gilman, Charlotte Perkins",Herland,sentence,1319,1442,NA,It seemed so obvious so natural to Terry that he always grew impatient but the girls were honestly anxious to understand
2859,"Gilman, Charlotte Perkins",Herland,sentence,1445,1483,NA,How many children do your women have
2860,"Gilman, Charlotte Perkins",Herland,sentence,1485,1545,NA,Alima had her notebook out now and a rather firm set of lip
2861,"Gilman, Charlotte Perkins",Herland,sentence,1547,1567,NA,Terry began to dodge
2862,"Gilman, Charlotte Perkins",Herland,sentence,1570,1617,NA,There is no set number my dear he explained
2863,"Gilman, Charlotte Perkins",Herland,sentence,1619,1651,NA,Some have more some have less
2864,"Gilman, Charlotte Perkins",Herland,sentence,1654,1701,NA,Some have none at all I put in mischievously
2865,"Gilman, Charlotte Perkins",Herland,sentence,1704,1900,NA,They pounced on this admission and soon wrung from us the general fact that those women who had the most children had the least servants and those who had the most servants had the least children
2866,"Gilman, Charlotte Perkins",Herland,sentence,1903,1927,NA,There triumphed Alima
2867,"Gilman, Charlotte Perkins",Herland,sentence,1929,1983,NA,One or two or no children and three or four servants
2868,"Gilman, Charlotte Perkins",Herland,sentence,1985,2044,NA,Now what do those women DO  We explained as best we might
2869,"Gilman, Charlotte Perkins",Herland,sentence,2046,2210,NA,We talked of social duties disingenuously banking on their not interpreting the words as we did we talked of hospitality entertainment and various interests
2870,"Gilman, Charlotte Perkins",Herland,sentence,2212,2372,NA,All the time we knew that to these largeminded women whose whole mental outlook was so collective the limitations of a wholly personal life were inconceivable
2871,"Gilman, Charlotte Perkins",Herland,sentence,2375,2426,NA,We cannot really understand it Ellador concluded
2872,"Gilman, Charlotte Perkins",Herland,sentence,2428,2454,NA,We are only half a people
2873,"Gilman, Charlotte Perkins",Herland,sentence,2456,2527,NA,We have our womanways and they have their manways and their bothways
2874,"Gilman, Charlotte Perkins",Herland,sentence,2529,2595,NA,We have worked out a system of living which is of course limited
2875,"Gilman, Charlotte Perkins",Herland,sentence,2597,2641,NA,They must have a broader richer better one
2876,"Gilman, Charlotte Perkins",Herland,sentence,2643,2667,NA,I should like to see it
2877,"Gilman, Charlotte Perkins",Herland,sentence,2670,2703,NA,You shall dearest I whispered
2878,"Gilman, Charlotte Perkins",Herland,sentence,2707,2751,NA,Theres nothing to smoke complained Terry
2879,"Gilman, Charlotte Perkins",Herland,sentence,2753,2829,NA,He was in the midst of a prolonged quarrel with Alima and needed a sedative
2880,"Gilman, Charlotte Perkins",Herland,sentence,2831,2856,NA,Theres nothing to drink
2881,"Gilman, Charlotte Perkins",Herland,sentence,2858,2900,NA,These blessed women have no pleasant vices
2882,"Gilman, Charlotte Perkins",Herland,sentence,2902,2934,NA,I wish we could get out of here
2883,"Gilman, Charlotte Perkins",Herland,sentence,2937,2955,NA,This wish was vain
2884,"Gilman, Charlotte Perkins",Herland,sentence,2957,3010,NA,We were always under a certain degree of watchfulness
2885,"Gilman, Charlotte Perkins",Herland,sentence,3012,3267,NA,When Terry burst forth to tramp the streets at night he always found a Colonel here or there and when on an occasion of fierce though temporary despair he had plunged to the cliff edge with some vague view to escape he found several of them close by
2886,"Gilman, Charlotte Perkins",Herland,sentence,3269,3311,NA,We were freebut there was a string to it
2887,"Gilman, Charlotte Perkins",Herland,sentence,3314,3369,NA,Theyve no unpleasant ones either Jeff reminded him
2888,"Gilman, Charlotte Perkins",Herland,sentence,3372,3404,NA,Wish they had Terry persisted
2889,"Gilman, Charlotte Perkins",Herland,sentence,3406,3512,NA,Theyve neither the vices of men nor the virtues of womentheyre neuters  You know better than that
2890,"Gilman, Charlotte Perkins",Herland,sentence,3514,3552,NA,Dont talk nonsense said I severely
2891,"Gilman, Charlotte Perkins",Herland,sentence,3555,3655,NA,I was thinking of Elladors eyes when they gave me a certain look a look she did not at all realize
2892,"Gilman, Charlotte Perkins",Herland,sentence,3658,3683,NA,Jeff was equally incensed
2893,"Gilman, Charlotte Perkins",Herland,sentence,3685,3731,NA,I dont know what virtues of women you miss
2894,"Gilman, Charlotte Perkins",Herland,sentence,3733,3767,NA,Seems to me they have all of them
2895,"Gilman, Charlotte Perkins",Herland,sentence,3770,3805,NA,Theyve no modesty snapped Terry
2896,"Gilman, Charlotte Perkins",Herland,sentence,3807,3902,NA,No patience no submissiveness none of that natural yielding which is womans greatest charm
2897,"Gilman, Charlotte Perkins",Herland,sentence,3905,3930,NA,I shook my head pityingly
2898,"Gilman, Charlotte Perkins",Herland,sentence,3932,3979,NA,Go and apologize and make friends again Terry
2899,"Gilman, Charlotte Perkins",Herland,sentence,3981,4012,NA,Youve got a grouch thats all
2900,"Gilman, Charlotte Perkins",Herland,sentence,4014,4104,NA,These women have the virtue of humanity with less of its faults than any folks I ever saw
2901,"Gilman, Charlotte Perkins",Herland,sentence,4106,4214,NA,As for patiencetheyd have pitched us over the cliffs the first day we lit among em if they hadnt that
2902,"Gilman, Charlotte Perkins",Herland,sentence,4217,4258,NA,There are nodistractions he grumbled
2903,"Gilman, Charlotte Perkins",Herland,sentence,4260,4301,NA,Nowhere a man can go and cut loose a bit
2904,"Gilman, Charlotte Perkins",Herland,sentence,4303,4342,NA,Its an everlasting parlor and nursery
2905,"Gilman, Charlotte Perkins",Herland,sentence,4345,4368,NA,And workshop I added
2906,"Gilman, Charlotte Perkins",Herland,sentence,4370,4446,NA,And school and office and laboratory and studio and theater andhome
2907,"Gilman, Charlotte Perkins",Herland,sentence,4449,4467,NA,HOME he sneered
2908,"Gilman, Charlotte Perkins",Herland,sentence,4469,4516,NA,There isnt a home in the whole pitiful place
2909,"Gilman, Charlotte Perkins",Herland,sentence,4519,4584,NA,There isnt anything else and you know it Jeff retorted hotly
2910,"Gilman, Charlotte Perkins",Herland,sentence,4586,4676,NA,I never saw I never dreamed of such universal peace and good will and mutual affection
2911,"Gilman, Charlotte Perkins",Herland,sentence,4679,4758,NA,Oh well of course if you like a perpetual Sunday school its all very well
