,author,title,type,start,end,words,kind
4446,"More, Thomas, Saint",Utopia,sentence,315,370,At every ten years end they shift their houses by lots,NA
4290,"More, Thomas, Saint",Utopia,entity,316,322,Solomon,person
4791,"More, Thomas, Saint",Utopia,sentence,319,421,So that unless he secures himself by flight they seldom fail at last to kill or to take him prisoner,NA
4028,"More, Thomas, Saint",Utopia,entity,326,340,Lord Chancellor,person
4741,"More, Thomas, Saint",Utopia,sentence,331,497,OF THEIR MILITARY DISCIPLINE   They detest war as a very brutal thing and which to the reproach of human nature is more practised by men than by any sort of beasts,NA
4757,"More, Thomas, Saint",Utopia,sentence,332,513,As soon as they declare war they take care to have a great many schedules that are sealed with their common seal affixed in the most conspicuous places of their enemies country,NA
3992,"More, Thomas, Saint",Utopia,sentence,344,488,It was not unusual for persons of wealth or influence and sons of good families to be so established together in a relation of patron and client,NA
4563,"More, Thomas, Saint",Utopia,sentence,344,468,As they came to treat of affairs of great consequence the deputies from several towns met together to wait for their coming,NA
4548,"More, Thomas, Saint",Utopia,sentence,354,934,A great part of their treasure is now in bonds but in all their contracts no private man stands bound but the writing runs in the name of the town and the towns that owe them money raise it from those private hands that owe it to them lay it up in their public chamber or enjoy the profit of it till the Utopians call for it and they choose rather to let the greatest part of it lie in their hands who make advantage by it than to call for it themselves but if they see that any of their other neighbours stand more in need of it then they call it in and lend it to them,NA
4447,"More, Thomas, Saint",Utopia,sentence,372,617,They cultivate their gardens with great care so that they have both vines fruits herbs and flowers in them and all is so well ordered and so finely kept that I never saw gardens anywhere that were both so fruitful and so beautiful as theirs,NA
4419,"More, Thomas, Saint",Utopia,sentence,374,622,They breed very few horses but those they have are full of mettle and are kept only for exercising their youth in the art of sitting and riding them for they do not put them to any work either of ploughing or carriage in which they employ oxen,NA
4313,"More, Thomas, Saint",Utopia,entity,375,379,Italy,location
4594,"More, Thomas, Saint",Utopia,sentence,381,551,There is a party among them who place happiness in bare virtue others think that our natures are conducted by virtue to happiness as that which is the chief good of man,NA
4531,"More, Thomas, Saint",Utopia,sentence,387,543,Both dinner and supper are begun with some lecture of morality that is read to them but it is so short that it is not tedious nor uneasy to them to hear it,NA
4188,"More, Thomas, Saint",Utopia,sentence,388,594,There is a great number of noblemen among you that are themselves as idle as drones that subsist on other mens labour on the labour of their tenants whom to raise their revenues they pare to the quick,NA
4119,"More, Thomas, Saint",Utopia,sentence,395,583,As soon as Peter saw me he came and saluted me and as I was returning his civility he took me aside and pointing to him with whom he had been discoursing he said Do you see that man,NA
4859,"More, Thomas, Saint",Utopia,sentence,396,518,The care of all sacred things the worship of God and an inspection into the manners of the people are committed to them,NA
4649,"More, Thomas, Saint",Utopia,sentence,402,451,And what is delight but another name for pleasure,NA
4511,"More, Thomas, Saint",Utopia,sentence,405,528,The Syphogrants dwell in those that are set over thirty families fifteen lying on one side of it and as many on the other,NA
4136,"More, Thomas, Saint",Utopia,entity,406,410,Peter,person
4390,"More, Thomas, Saint",Utopia,sentence,409,444,Its figure is not unlike a crescent,NA
4359,"More, Thomas, Saint",Utopia,sentence,420,1405,I do not comprehend what you mean by your casting about or by the bending and handling things so dexterously that if they go not well they may go as little ill as may be for in courts they will not bear with a mans holding his peace or conniving at what others do a man must barefacedly approve of the worst counsels and consent to the blackest designs so that he would pass for a spy or possibly for a traitor that did but coldly approve of such wicked practices and therefore when a man is engaged in such a society he will be so far from being able to mend matters by his casting about as you call it that he will find no occasions of doing any goodthe ill company will sooner corrupt him than be the better for him or if notwithstanding all their ill company he still remains steady and innocent yet their follies and knavery will be imputed to him and by mixing counsels with them he must bear his share of all the blame that belongs wholly to others,NA
4078,"More, Thomas, Saint",Utopia,sentence,424,472,Burnets is the translation given in this volume,NA
4792,"More, Thomas, Saint",Utopia,sentence,424,579,When they have obtained a victory they kill as few as possible and are much more bent on taking many prisoners than on killing those that fly before them,NA
4314,"More, Thomas, Saint",Utopia,entity,426,431,France,location
4669,"More, Thomas, Saint",Utopia,sentence,432,702,Their principal motive for this is the convenience of carriage that their timber may be either near their towns or growing on the banks of the sea or of some rivers so as to be floated to them for it is a harder work to carry wood at any distance over land than corn,NA
4469,"More, Thomas, Saint",Utopia,sentence,438,703,Besides agriculture which is so common to them all every man has some peculiar trade to which he applies himself such as the manufacture of wool or flax masonry smiths work or carpenters work for there is no sort of trade that is in great esteem among them,NA
4341,"More, Thomas, Saint",Utopia,sentence,445,607,And when a king must distribute all those extraordinary accessions that increase treasure beyond the due pitch it makes him less disposed to oppress his subjects,NA
4391,"More, Thomas, Saint",Utopia,sentence,447,642,Between its horns the sea comes in eleven miles broad and spreads itself into a great bay which is environed with land to the compass of about five hundred miles and is well secured from winds,NA
4650,"More, Thomas, Saint",Utopia,sentence,454,618,But of all pleasures they esteem those to be most valuable that lie in the mind the chief of which arise out of true virtue and the witness of a good conscience,NA
4869,"More, Thomas, Saint",Utopia,sentence,463,869,They have magnificent temples that are not only nobly built but extremely spacious which is the more necessary as they have so few of them they are a little dark within which proceeds not from any error in the architecture but is done with design for their priests think that too much light dissipates the thoughts and that a more moderate degree of it both recollects the mind and raises devotion,NA
4564,"More, Thomas, Saint",Utopia,sentence,471,1143,The ambassadors of the nations that lie near Utopia knowing their customs and that fine clothes are in no esteem among them that silk is despised and gold is a badge of infamy used to come very modestly clothed but the Anemolians lying more remote and having had little commerce with them understanding that they were coarsely clothed and all in the same manner took it for granted that they had none of those fine things among them of which they made no use and they being a vainglorious rather than a wise people resolved to set themselves out with so much pomp that they should look like gods and strike the eyes of the poor Utopians with their splendour,NA
4079,"More, Thomas, Saint",Utopia,sentence,475,575,The name of the book has given an adjective to our languagewe call an impracticable scheme Utopian,NA
4778,"More, Thomas, Saint",Utopia,sentence,477,725,So entirely does their avarice influence them and yet this money which they value so highly is of little use to them for what they purchase thus with their blood they quickly waste on luxury which among them is but of a poor and miserable form,NA
4885,"More, Thomas, Saint",Utopia,sentence,484,622,These are quite of another form than those used among us but as many of them are much sweeter than ours so others are made use of by us,NA
4702,"More, Thomas, Saint",Utopia,sentence,486,676,Before marriage some grave matron presents the bride naked whether she is a virgin or a widow to the bridegroom and after that some grave man presents the bridegroom naked to the bride,NA
3993,"More, Thomas, Saint",Utopia,sentence,491,549,The youth wore his patrons livery and added to his state,NA
4831,"More, Thomas, Saint",Utopia,sentence,496,708,This law was made by Utopus not only for preserving the public peace which he saw suffered much by daily contentions and irreconcilable heats but because he thought the interest of religion itself required it,NA
4716,"More, Thomas, Saint",Utopia,sentence,497,789,He that tempts a married woman to adultery is no less severely punished than he that commits it for they believe that a deliberate design to commit a crime is equal to the fact itself since its not taking effect does not make the person that miscarried in his attempt at all the less guilty,NA
4742,"More, Thomas, Saint",Utopia,sentence,500,1109,They in opposition to the sentiments of almost all other nations think that there is nothing more inglorious than that glory that is gained by war and therefore though they accustom themselves daily to military exercises and the discipline of war in which not only their men but their women likewise are trained up that in cases of necessity they may not be quite useless yet they do not rashly engage in war unless it be either to defend themselves or their friends from any unjust aggressors or out of good nature or in compassion assist an oppressed nation in shaking off the yoke of tyranny,NA
4262,"More, Thomas, Saint",Utopia,sentence,505,606,To this he answered That it could never take place in England without endangering the whole nation,NA
4815,"More, Thomas, Saint",Utopia,sentence,508,640,Some worship such men as have been eminent in former times for virtue or glory not only as ordinary deities but as the supreme god,NA
4575,"More, Thomas, Saint",Utopia,entity,516,521,Utopia,location
4758,"More, Thomas, Saint",Utopia,sentence,516,577,This is carried secretly and done in many places all at once,NA
4860,"More, Thomas, Saint",Utopia,sentence,521,1361,It is a reproach to a man to be sent for by any of them or for them to speak to him in secret for that always gives some suspicion all that is incumbent on them is only to exhort and admonish the people for the power of correcting and punishing ill men belongs wholly to the Prince and to the other magistrates the severest thing that the priest does is the excluding those that are desperately wicked from joining in their worship there is not any sort of punishment more dreaded by them than this for as it loads them with infamy so it fills them with secret horrors such is their reverence to their religion nor will their bodies be long exempted from their share of trouble for if they do not very quickly satisfy the priests of the truth of their repentance they are seized on by the Senate and punished for their impiety,NA
4512,"More, Thomas, Saint",Utopia,sentence,531,752,In these halls they all meet and have their repasts the stewards of every one of them come to the marketplace at an appointed hour and according to the number of those that belong to the hall they carry home provisions,NA
4532,"More, Thomas, Saint",Utopia,sentence,546,940,From hence the old men take occasion to entertain those about them with some useful and pleasant enlargements but they do not engross the whole discourse so to themselves during their meals that the younger may not put in for a share on the contrary they engage them to talk that so they may in that free way of conversation find out the force of every ones spirit and observe his temper,NA
4225,"More, Thomas, Saint",Utopia,sentence,548,914,You have talked prettily for a stranger said he having heard of many things among us which you have not been able to consider well but I will make the whole matter plain to you and will first repeat in order all that you have said then I will show how much your ignorance of our affairs has misled you and will in the last place answer all your arguments,NA
4496,"More, Thomas, Saint",Utopia,sentence,548,720,OF THEIR TRAFFIC   But it is now time to explain to you the mutual intercourse of this people their commerce and the rules by which all things are distributed among them,NA
4244,"More, Thomas, Saint",Utopia,sentence,550,1143,Those that are found guilty of theft among them are bound to make restitution to the owner and not as it is in other places to the prince for they reckon that the prince has no more right to the stolen goods than the thief but if that which was stolen is no more in being then the goods of the thieves are estimated and restitution being made out of them the remainder is given to their wives and children and they themselves are condemned to serve in the public works but are neither imprisoned nor chained unless there happens to be some extraordinary circumstance in their crimes,NA
3994,"More, Thomas, Saint",Utopia,sentence,552,653,The patron used afterwards his wealth or influence in helping his young client forward in the world,NA
4595,"More, Thomas, Saint",Utopia,sentence,554,797,They define virtue thusthat it is a living according to Nature and think that we are made by God for that end they believe that a man then follows the dictates of Nature when he pursues or avoids things according to the direction of reason,NA
4145,"More, Thomas, Saint",Utopia,sentence,559,882,But it were too long to dwell on all that he told us he had observed in every place it would be too great a digression from our present purpose whatever is necessary to be told concerning those wise and prudent institutions which he observed among civilised nations may perhaps be related by us on a more proper occasion,NA
4276,"More, Thomas, Saint",Utopia,entity,561,567,England,location
4845,"More, Thomas, Saint",Utopia,sentence,569,1078,They believe it inconsistent with the happiness of departed souls not to be at liberty to be where they will and do not imagine them capable of the ingratitude of not desiring to see those friends with whom they lived on earth in the strictest bonds of love and kindness besides they are persuaded that good men after death have these affections and all other good dispositions increased rather than diminished and therefore conclude that they are still among the living and observe all they say or do,NA
4080,"More, Thomas, Saint",Utopia,sentence,578,686,Yet under the veil of a playful fiction the talk is intensely earnest and abounds in practical suggestion,NA
4759,"More, Thomas, Saint",Utopia,sentence,580,804,In these they promise great rewards to such as shall kill the prince and lesser in proportion to such as shall kill any other persons who are those on whom next to the prince himself they cast the chief balance of the war,NA
4793,"More, Thomas, Saint",Utopia,sentence,582,1499,Nor do they ever let their men so loose in the pursuit of their enemies as not to retain an entire body still in order so that if they have been forced to engage the last of their battalions before they could gain the day they will rather let their enemies all escape than pursue them when their own army is in disorder remembering well what has often fallen out to themselves that when the main body of their army has been quite defeated and broken when their enemies imagining the victory obtained have let themselves loose into an irregular pursuit a few of them that lay for a reserve waiting a fit opportunity have fallen on them in their chase and when straggling in disorder and apprehensive of no danger but counting the day their own have turned the whole action and wresting out of their hands a victory that seemed certain and undoubted while the vanquished have suddenly become victorious,NA
4120,"More, Thomas, Saint",Utopia,sentence,586,626,I was just thinking to bring him to you,NA
4731,"More, Thomas, Saint",Utopia,sentence,589,1217,In this they seem to have fallen upon a very good expedient for their own happiness and safety for since the good or ill condition of a nation depends so much upon their magistrates they could not have made a better choice than by pitching on men whom no advantages can bias for wealth is of no use to them since they must so soon go back to their own country and they being strangers among them are not engaged in any of their heats or animosities and it is certain that when public judicatories are swayed either by avarice or partial affections there must follow a dissolution of justice the chief sinew of society,NA
4610,"More, Thomas, Saint",Utopia,sentence,592,885,There are many things that in themselves have nothing that is truly delightful on the contrary they have a good deal of bitterness in them and yet from our perverse appetites after forbidden objects are not only ranked among the pleasures but are made even the greatest designs of life,NA
4687,"More, Thomas, Saint",Utopia,sentence,592,866,If any man was to go among them that had some extraordinary talent or that by much travelling had observed the customs of many nations which made us to be so well received he would receive a hearty welcome for they are very desirous to know the state of the whole world,NA
4189,"More, Thomas, Saint",Utopia,sentence,597,1140,This indeed is the only instance of their frugality for in all other things they are prodigal even to the beggaring of themselves but besides this they carry about with them a great number of idle fellows who never learned any art by which they may gain their living and these as soon as either their lord dies or they themselves fall sick are turned out of doors for your lords are readier to feed idle people than to take care of the sick and often the heir is not able to keep together so great a family as his predecessor did,NA
4263,"More, Thomas, Saint",Utopia,sentence,609,1503,As he said this he shook his head made some grimaces and held his peace while all the company seemed of his opinion except the Cardinal who said That it was not easy to form a judgment of its success since it was a method that never yet had been tried but if said he when sentence of death were passed upon a thief the prince would reprieve him for a while and make the experiment upon him denying him the privilege of a sanctuary and then if it had a good effect upon him it might take place and if it did not succeed the worst would be to execute the sentence on the condemned persons at last and I do not see added he why it would be either unjust inconvenient or at all dangerous to admit of such a delay in my opinion the vagabonds ought to be treated in the same manner against whom though we have made many laws yet we have not been able to gain our end,NA
4342,"More, Thomas, Saint",Utopia,sentence,610,696,Such a king as this will be the terror of ill men and will be beloved by all the good,NA
4448,"More, Thomas, Saint",Utopia,sentence,620,819,And this humour of ordering their gardens so well is not only kept up by the pleasure they find in it but also by an emulation between the inhabitants of the several streets who vie with each other,NA
4651,"More, Thomas, Saint",Utopia,sentence,621,980,They account health the chief pleasure that belongs to the body for they think that the pleasure of eating and drinking and all the other delights of sense are only so far desirable as they give or maintain health but they are not pleasant in themselves otherwise than as they resist those impressions that our natural infirmities are still making upon us,NA
4420,"More, Thomas, Saint",Utopia,sentence,625,809,For though their horses are stronger yet they find oxen can hold out longer and as they are not subject to so many diseases so they are kept upon a less charge and with less trouble,NA
4886,"More, Thomas, Saint",Utopia,sentence,625,1083,Yet in one thing they very much exceed us all their music both vocal and instrumental is adapted to imitate and express the passions and is so happily suited to every occasion that whether the subject of the hymn be cheerful or formed to soothe or trouble the mind or to express grief or remorse the music takes the impression of whatever is represented affects and kindles the passions and works the sentiments deep into the hearts of the hearers,NA
4121,"More, Thomas, Saint",Utopia,sentence,629,691,I answered He should have been very welcome on your account,NA
4816,"More, Thomas, Saint",Utopia,sentence,643,1133,Yet the greater and wiser sort of them worship none of these but adore one eternal invisible infinite and incomprehensible Deity as a Being that is far above all our apprehensions that is spread over the whole universe not by His bulk but by His power and virtue Him they call the Father of All and acknowledge that the beginnings the increase the progress the vicissitudes and the end of all things come only from Him nor do they offer divine honours to any but to Him alone,NA
4392,"More, Thomas, Saint",Utopia,sentence,645,816,In this bay there is no great current the whole coast is as it were one continued harbour which gives all that live in the island great convenience for mutual commerce,NA
4317,"More, Thomas, Saint",Utopia,sentence,646,977,It will either be said that equity lies of his side or some words in the law will be found sounding that way or some forced sense will be put on them and when all other things fail the kings undoubted prerogative will be pretended as that which is above all law and to which a religious judge ought to have a special regard,NA
3995,"More, Thomas, Saint",Utopia,sentence,656,926,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,NA
4278,"More, Thomas, Saint",Utopia,sentence,660,732,We have likewise a bull by which all that jeer us are excommunicated,NA
4029,"More, Thomas, Saint",Utopia,entity,665,670,Morton,person
4703,"More, Thomas, Saint",Utopia,sentence,678,745,We indeed both laughed at this and condemned it as very indecent,NA
4630,"More, Thomas, Saint",Utopia,sentence,687,895,They look on the desire of the bloodshed even of beasts as a mark of a mind that is already corrupted with cruelty or that at least by too frequent returns of so brutal a pleasure must degenerate into it,NA
4081,"More, Thomas, Saint",Utopia,sentence,689,816,It is the work of a scholarly and witty Englishman who attacks in his own way the chief political and social evils of his time,NA
4369,"More, Thomas, Saint",Utopia,sentence,690,798,On the contrary answered I it seems to me that men cannot live conveniently where all things are common,NA
4122,"More, Thomas, Saint",Utopia,sentence,694,891,And on his own too replied he if you knew the man for there is none alive that can give so copious an account of unknown nations and countries as he can do which I know you very much desire,NA
4343,"More, Thomas, Saint",Utopia,sentence,699,987,If I say I should talk of these or suchlike things to men that had taken their bias another way how deaf would they be to all I could say No doubt very deaf answered I and no wonder for one is never to offer propositions or advice that we are certain will not be entertained,NA
4470,"More, Thomas, Saint",Utopia,sentence,705,876,Throughout the island they wear the same sort of clothes without any other distinction except what is necessary to distinguish the two sexes and the married and unmarried,NA
4670,"More, Thomas, Saint",Utopia,sentence,705,881,The people are industrious apt to learn as well as cheerful and pleasant and none can endure more labour when it is necessary but except in that case they love their ease,NA
4832,"More, Thomas, Saint",Utopia,sentence,711,1078,He judged it not fit to determine anything rashly and seemed to doubt whether those different forms of religion might not all come from God who might inspire man in a different manner and be pleased with this variety he therefore thought it indecent and foolish for any man to threaten and terrify another to make him believe what did not appear to him to be true,NA
4055,"More, Thomas, Saint",Utopia,entity,712,714,Ely,location
4030,"More, Thomas, Saint",Utopia,entity,721,731,Richard III,person
4497,"More, Thomas, Saint",Utopia,sentence,723,843,As their cities are composed of families so their families are made up of those that are nearly related to one another,NA
4779,"More, Thomas, Saint",Utopia,sentence,728,826,This nation serves the Utopians against all people whatsoever for they pay higher than any other,NA
4279,"More, Thomas, Saint",Utopia,sentence,735,943,When the Cardinal saw that there was no end of this matter he made a sign to the Fool to withdraw turned the discourse another way and soon after rose from the table and dismissing us went to hear causes,NA
4704,"More, Thomas, Saint",Utopia,sentence,748,1348,But they on the other hand wondered at the folly of the men of all other nations who if they are but to buy a horse of a small value are so cautious that they will see every part of him and take off both his saddle and all his other tackle that there may be no secret ulcer hid under any of them and that yet in the choice of a wife on which depends the happiness or unhappiness of the rest of his life a man should venture upon trust and only see about a handsbreadth of the face all the rest of the body being covered under which may lie hid what may be contagious as well as loathsome,NA
4898,"More, Thomas, Saint",Utopia,sentence,751,1128,Is not that government both unjust and ungrateful that is so prodigal of its favours to those that are called gentlemen or goldsmiths or such others who are idle or live either by flattery or by contriving the arts of vain pleasure and on the other hand takes no care of those of a meaner sort such as ploughmen colliers and smiths without whom it could not subsist,NA
4513,"More, Thomas, Saint",Utopia,sentence,755,866,But they take more care of their sick than of any others these are lodged and provided for in public hospitals,NA
4167,"More, Thomas, Saint",Utopia,sentence,768,1268,Now if in such a court made up of persons who envy all others and only admire themselves a person should but propose anything that he had either read in history or observed in his travels the rest would think that the reputation of their wisdom would sink and that their interests would be much depressed if they could not run it down and if all other things failed then they would fly to this that such or such things pleased our ancestors and it were well for us if we could but match them,NA
4717,"More, Thomas, Saint",Utopia,sentence,792,1349,They take great pleasure in fools and as it is thought a base and unbecoming thing to use them ill so they do not think it amiss for people to divert themselves with their folly and in their opinion this is a great advantage to the fools themselves for if men were so sullen and severe as not at all to please themselves with their ridiculous behaviour and foolish sayings which is all that they can do to recommend themselves to others it could not be expected that they would be so well provided for nor so tenderly used as they must otherwise be,NA
4596,"More, Thomas, Saint",Utopia,sentence,800,980,They say that the first dictate of reason is the kindling in us a love and reverence for the Divine Majesty to whom we owe both all that we have and all that we can ever hope for,NA
4370,"More, Thomas, Saint",Utopia,sentence,801,998,How can there be any plenty where every man will excuse himself from labour for as the hope of gain doth not excite him so the confidence that he has in other mens industry may make him slothful,NA
4760,"More, Thomas, Saint",Utopia,sentence,807,937,And they double the sum to him that instead of killing the person so marked out shall take him alive and put him in their hands,NA
4421,"More, Thomas, Saint",Utopia,sentence,812,911,And even when they are so worn out that they are no more fit for labour they are good meat at last,NA
4082,"More, Thomas, Saint",Utopia,sentence,819,1319,Beginning with fact More tells how he was sent into Flanders with Cuthbert Tunstal whom the kings majesty of late to the great rejoicing of all men did prefer to the office of Master of the Rolls how the commissioners of Charles met them at Bruges and presently returned to Brussels for instructions and how More then went to Antwerp where he found a pleasure in the society of Peter Giles which soothed his desire to see again his wife and children from whom he had been four months away,NA
4393,"More, Thomas, Saint",Utopia,sentence,819,927,But the entry into the bay occasioned by rocks on the one hand and shallows on the other is very dangerous,NA
4449,"More, Thomas, Saint",Utopia,sentence,822,922,And there is indeed nothing belonging to the whole town that is both more useful and more pleasant,NA
4031,"More, Thomas, Saint",Utopia,entity,825,834,Henry VII,person
4780,"More, Thomas, Saint",Utopia,sentence,829,1240,The Utopians hold this for a maxim that as they seek out the best sort of men for their own use at home so they make use of this worst sort of men for the consumption of war and therefore they hire them with the offers of vast rewards to expose themselves to all sorts of hazards out of which the greater part never returns to claim their promises yet they make them good most religiously to such as escape,NA
4498,"More, Thomas, Saint",Utopia,sentence,846,1337,Their women when they grow up are married out but all the males both children and grandchildren live still in the same house in great obedience to their common parent unless age has weakened his understanding and in that case he that is next to him in age comes in his room but lest any city should become either too great or by any accident be dispeopled provision is made that none of their cities may contain above six thousand families besides those of the country around it,NA
4514,"More, Thomas, Saint",Utopia,sentence,869,1257,They have belonging to every town four hospitals that are built without their walls and are so large that they may pass for little towns by this means if they had ever such a number of sick persons they could lodge them conveniently and at such a distance that such of them as are sick of infectious diseases may be kept so far from the rest that there can be no danger of contagion,NA
4688,"More, Thomas, Saint",Utopia,sentence,869,980,Very few go among them on the account of traffic for what can a man carry to them but iron or gold or silver,NA
4056,"More, Thomas, Saint",Utopia,entity,872,881,Canterbury,location
4870,"More, Thomas, Saint",Utopia,sentence,872,1358,Though there are many different forms of religion among them yet all these how various soever agree in the main point which is the worshipping the Divine Essence and therefore there is nothing to be seen or heard in their temples in which the several persuasions among them may not agree for every sect performs those rites that are peculiar to it in their private houses nor is there anything in the public worship that contradicts the particular ways of those different sects,NA
4471,"More, Thomas, Saint",Utopia,sentence,879,1032,The fashion never alters and as it is neither disagreeable nor uneasy so it is suited to the climate and calculated both for their summers and winters,NA
4671,"More, Thomas, Saint",Utopia,sentence,884,2050,They are unwearied pursuers of knowledge for when we had given them some hints of the learning and discipline of the Greeks concerning whom we only instructed them for we know that there was nothing among the Romans except their historians and their poets that they would value much it was strange to see how eagerly they were set on learning that language we began to read a little of it to them rather in compliance with their importunity than out of any hopes of their reaping from it any great advantage but after a very short trial we found they made such progress that we saw our labour was like to be more successful than we could have expected they learned to write their characters and to pronounce their language so exactly had so quick an apprehension they remembered it so faithfully and became so ready and correct in the use of it that it would have looked like a miracle if the greater part of those whom we taught had not been men both of extraordinary capacity and of a fit age for instruction they were for the greatest part chosen from among their learned men by their chief council though some studied it of their own accord,NA
4146,"More, Thomas, Saint",Utopia,sentence,885,1200,We asked him many questions concerning all these things to which he answered very willingly we made no inquiries after monsters than which nothing is more common for everywhere one may hear of ravenous dogs and wolves and cruel meneaters but it is not so easy to find states that are well and wisely governed,NA
4611,"More, Thomas, Saint",Utopia,sentence,888,1174,Among those who pursue these sophisticated pleasures they reckon such as I mentioned before who think themselves really the better for having fine clothes in which they think they are doubly mistaken both in the opinion they have of their clothes and in that they have of themselves,NA
4123,"More, Thomas, Saint",Utopia,sentence,894,977,Then said I I did not guess amiss for at first sight I took him for a seaman,NA
4631,"More, Thomas, Saint",Utopia,sentence,898,1674,Thus though the rabble of mankind look upon these and on innumerable other things of the same nature as pleasures the Utopians on the contrary observing that there is nothing in them truly pleasant conclude that they are not to be reckoned among pleasures for though these things may create some tickling in the senses which seems to be a true notion of pleasure yet they imagine that this does not arise from the thing itself but from a depraved custom which may so vitiate a mans taste that bitter things may pass for sweet as women with child think pitch or tallow taste sweeter than honey but as a mans sense when corrupted either by a disease or some ill habit does not change the nature of other things so neither can it change the nature of pleasure,NA
4032,"More, Thomas, Saint",Utopia,entity,911,925,Lord Chancellor,person
4422,"More, Thomas, Saint",Utopia,sentence,914,1371,They sow no corn but that which is to be their bread for they drink either wine cider or perry and often water sometimes boiled with honey or liquorice with which they abound and though they know exactly how much corn will serve every town and all that tract of country which belongs to it yet they sow much more and breed more cattle than are necessary for their consumption and they give that overplus of which they make no use to their neighbours,NA
4226,"More, Thomas, Saint",Utopia,sentence,917,1233,And that I may begin where I promised there were four things  Hold your peace said the Cardinal this will take up too much time therefore we will at present ease you of the trouble of answering and reserve it to our next meeting which shall be tomorrow if Raphaels affairs and yours can admit of it,NA
4578,"More, Thomas, Saint",Utopia,sentence,919,1149,They have all their learning in their own tongue which is both a copious and pleasant language and in which a man can fully express his mind it runs over a great tract of many countries but it is not equally pure in all places,NA
4450,"More, Thomas, Saint",Utopia,sentence,925,1267,So that he who founded the town seems to have taken care of nothing more than of their gardens for they say the whole scheme of the town was designed at first by Utopus but he left all that belonged to the ornament and improvement of it to be added by those that should come after him that being too much for one man to bring to perfection,NA
3996,"More, Thomas, Saint",Utopia,sentence,929,1053,Cardinal Mortonof talk at whose table there are recollections in Utopiadelighted in the quick wit of young Thomas More,NA
4394,"More, Thomas, Saint",Utopia,sentence,930,1164,In the middle of it there is one single rock which appears above water and may therefore easily be avoided and on the top of it there is a tower in which a garrison is kept the other rocks lie under water and are very dangerous,NA
4549,"More, Thomas, Saint",Utopia,sentence,937,1464,Whenever they are engaged in war which is the only occasion in which their treasure can be usefully employed they make use of it themselves in great extremities or sudden accidents they employ it in hiring foreign troops whom they more willingly expose to danger than their own people they give them great pay knowing well that this will work even on their enemies that it will engage them either to betray their own side or at least to desert it and that it is the best means of raising mutual jealousies among them,NA
4761,"More, Thomas, Saint",Utopia,sentence,940,1079,They offer not only indemnity but rewards to such of the persons themselves that are so marked if they will act against their countrymen,NA
4533,"More, Thomas, Saint",Utopia,sentence,943,1154,They despatch their dinners quickly but sit long at supper because they go to work after the one and are to sleep after the other during which they think the stomach carries on the concoction more vigorously,NA
4280,"More, Thomas, Saint",Utopia,sentence,946,1165,Thus Mr More I have run out into a tedious story of the length of which I had been ashamed if as you earnestly begged it of me I had not observed you to hearken to it as if you had no mind to lose any part of it,NA
4124,"More, Thomas, Saint",Utopia,sentence,980,1097,But you are much mistaken said he for he has not sailed as a seaman but as a traveller or rather a philosopher,NA
4318,"More, Thomas, Saint",Utopia,sentence,980,1356,Thus all consent to that maxim of Crassus that a prince cannot have treasure enough since he must maintain his armies out of it that a king even though he would can do nothing unjustly that all property is in him not excepting the very persons of his subjects and that no man has any other property but that which the king out of his goodness thinks fit to leave him,NA
4689,"More, Thomas, Saint",Utopia,sentence,982,1336,which merchants desire rather to export than import to a strange country and as for their exportation they think it better to manage that themselves than to leave it to foreigners for by this means as they understand the state of the neighbouring countries better so they keep up the art of navigation which cannot be maintained but by much practice,NA
4597,"More, Thomas, Saint",Utopia,sentence,983,1630,In the next place reason directs us to keep our minds as free from passion and as cheerful as we can and that we should consider ourselves as bound by the ties of goodnature and humanity to use our utmost endeavours to help forward the happiness of all other persons for there never was any man such a morose and severe pursuer of virtue such an enemy to pleasure that though he set hard rules for men to undergo much pain many watchings and other rigors yet did not at the same time advise them to do all they could in order to relieve and ease the miserable and who did not represent gentleness and goodnature as amiable dispositions,NA
4652,"More, Thomas, Saint",Utopia,sentence,983,1209,For as a wise man desires rather to avoid diseases than to take physic and to be freed from pain rather than to find ease by remedies so it is more desirable not to need this sort of pleasure than to be obliged to indulge it,NA
4344,"More, Thomas, Saint",Utopia,sentence,989,1132,Discourses so much out of the road could not avail anything nor have any effect on men whose minds were prepossessed with different sentiments,NA
4371,"More, Thomas, Saint",Utopia,sentence,1001,1236,If people come to be pinched with want and yet cannot dispose of anything as their own what can follow upon this but perpetual sedition and bloodshed especially when the reverence and authority due to magistrates falls to the ground,NA
4472,"More, Thomas, Saint",Utopia,sentence,1035,1166,Every family makes their own clothes but all among them women as well as men learn one or other of the trades formerly mentioned,NA
4033,"More, Thomas, Saint",Utopia,entity,1042,1052,Thomas More,person
4101,"More, Thomas, Saint",Utopia,entity,1048,1054,Charles,person
3997,"More, Thomas, Saint",Utopia,sentence,1056,1173,He once said Whoever shall live to try it shall see this child here waiting at table prove a notable and rare man,NA
