,author,title,words.x,sentence_nr,words.y,kind
329,"Gilman, Charlotte Perkins",Herland,I dont care if the old thingll go or not Terry declared,1390,Terry,person
330,"Gilman, Charlotte Perkins",Herland,I dont care if the old thingll go or not Terry declared,1390,Terry,location
331,"Gilman, Charlotte Perkins",Herland,Terry cried in desperate impatience,1395,Terry,person
332,"Gilman, Charlotte Perkins",Herland,Terry cried in desperate impatience,1395,Terry,location
333,"Gilman, Charlotte Perkins",Herland,Then as we tugged and pulled at that tough cloth we heard a sound that made Terry lift his head like a war horsethe sound of an unmistakable giggle yesthree giggles,1398,Terry,person
334,"Gilman, Charlotte Perkins",Herland,Then as we tugged and pulled at that tough cloth we heard a sound that made Terry lift his head like a war horsethe sound of an unmistakable giggle yesthree giggles,1398,Terry,location
335,"Gilman, Charlotte Perkins",Herland,There they wereCelis Alima Elladorlooking just as they had when we first saw them standing a little way off from us as interested as mischievous as three schoolboys,1399,Celis,location
336,"Gilman, Charlotte Perkins",Herland,There they wereCelis Alima Elladorlooking just as they had when we first saw them standing a little way off from us as interested as mischievous as three schoolboys,1399,Ellador,person
337,"Gilman, Charlotte Perkins",Herland,There they wereCelis Alima Elladorlooking just as they had when we first saw them standing a little way off from us as interested as mischievous as three schoolboys,1399,Ellador,location
338,"Gilman, Charlotte Perkins",Herland,Hold on Terryhold on,1400,Terry,person
339,"Gilman, Charlotte Perkins",Herland,Hold on Terryhold on,1400,Terry,location
340,"Gilman, Charlotte Perkins",Herland,Its no use rushing them anyhow I was absolutely holding on to Terry,1407,Terry,person
341,"Gilman, Charlotte Perkins",Herland,Its no use rushing them anyhow I was absolutely holding on to Terry,1407,Terry,location
342,"Gilman, Charlotte Perkins",Herland,est on their parthow we had traveled by night and hidden by day living on nutsand here Terry pretended great hunger,1414,Terry,person
343,"Gilman, Charlotte Perkins",Herland,est on their parthow we had traveled by night and hidden by day living on nutsand here Terry pretended great hunger,1414,Terry,location
344,"Gilman, Charlotte Perkins",Herland,Jeff was most appreciative of this and Terry made extravagant gestures of admiration which seemed to set them off boyfashion to show their skill,1417,Terry,person
345,"Gilman, Charlotte Perkins",Herland,Jeff was most appreciative of this and Terry made extravagant gestures of admiration which seemed to set them off boyfashion to show their skill,1417,Terry,location
346,"Gilman, Charlotte Perkins",Herland,While we ate the excellent biscuits they had thrown us and while Ellador kept a watchful eye on our movements Celis ran off to some distance and set up a sort of duckonarock arrangement a big yellow nut on top of three balanced sticks Alima meanwhile gathering stones,1418,Celis,location
347,"Gilman, Charlotte Perkins",Herland,While we ate the excellent biscuits they had thrown us and while Ellador kept a watchful eye on our movements Celis ran off to some distance and set up a sort of duckonarock arrangement a big yellow nut on top of three balanced sticks Alima meanwhile gathering stones,1418,Ellador,person
348,"Gilman, Charlotte Perkins",Herland,While we ate the excellent biscuits they had thrown us and while Ellador kept a watchful eye on our movements Celis ran off to some distance and set up a sort of duckonarock arrangement a big yellow nut on top of three balanced sticks Alima meanwhile gathering stones,1418,Ellador,location
349,"Gilman, Charlotte Perkins",Herland,It took me still longer and Terry to his intense annoyance came third,1420,Terry,person
350,"Gilman, Charlotte Perkins",Herland,It took me still longer and Terry to his intense annoyance came third,1420,Terry,location
351,"Gilman, Charlotte Perkins",Herland,Then Celis set up the little tripod again and looked back at us knocking it down pointing at it and shaking her short curls severely,1421,Celis,location
352,"Gilman, Charlotte Perkins",Herland,We got very friendly over this game but I told Terry wed be sorry if we didnt get off while we could and then we begged for knives,1427,Terry,person
353,"Gilman, Charlotte Perkins",Herland,We got very friendly over this game but I told Terry wed be sorry if we didnt get off while we could and then we begged for knives,1427,Terry,location
354,"Gilman, Charlotte Perkins",Herland,Terry hacked and dug but said to us under his breath,1436,Terry,person
355,"Gilman, Charlotte Perkins",Herland,Terry hacked and dug but said to us under his breath,1436,Terry,location
356,"Gilman, Charlotte Perkins",Herland,They had drawn rather nearer to watch our efforts and we did take them rather by surprise also as Terry said our recent training had strengthened us in wind and limb and for a few desperate moments those girls were scared and we almost triumphant,1438,Terry,person
357,"Gilman, Charlotte Perkins",Herland,They had drawn rather nearer to watch our efforts and we did take them rather by surprise also as Terry said our recent training had strengthened us in wind and limb and for a few desperate moments those girls were scared and we almost triumphant,1438,Terry,location
358,"Gilman, Charlotte Perkins",Herland,Oh Lord groaned Terry,1445,Terry,person
359,"Gilman, Charlotte Perkins",Herland,Oh Lord groaned Terry,1445,Terry,location
360,"Gilman, Charlotte Perkins",Herland,And though Terry was keenly mortified and at first we all rather dreaded harsh treatment I for one soon began to feel a sort of pleasant confidence and to enjoy the trip,1455,Terry,person
361,"Gilman, Charlotte Perkins",Herland,And though Terry was keenly mortified and at first we all rather dreaded harsh treatment I for one soon began to feel a sort of pleasant confidence and to enjoy the trip,1455,Terry,location
362,"Gilman, Charlotte Perkins",Herland,Terry looked immensely disgusted but it struck me as extremely funny,1480,Terry,person
363,"Gilman, Charlotte Perkins",Herland,Terry looked immensely disgusted but it struck me as extremely funny,1480,Terry,location
364,"Gilman, Charlotte Perkins",Herland,Of course he did not tell on Terry but he made it clear that he was ashamed of himself and that he would now conform,1486,Terry,person
365,"Gilman, Charlotte Perkins",Herland,Of course he did not tell on Terry but he made it clear that he was ashamed of himself and that he would now conform,1486,Terry,location
366,"Gilman, Charlotte Perkins",Herland,Pretty punk literature Terry burst forth one day when we were in the privacy of our own room,1489,Terry,person
367,"Gilman, Charlotte Perkins",Herland,Pretty punk literature Terry burst forth one day when we were in the privacy of our own room,1489,Terry,location
368,"Gilman, Charlotte Perkins",Herland,Nothing irritated Terry more than to have us assume that there were no men but there were no signs of them in the books they gave us or the pictures,1493,Terry,person
369,"Gilman, Charlotte Perkins",Herland,Nothing irritated Terry more than to have us assume that there were no men but there were no signs of them in the books they gave us or the pictures,1493,Terry,location
370,"Gilman, Charlotte Perkins",Herland,Ladies Terry began out of a clear sky as it were are there no men in this country,1502,Terry,person
371,"Gilman, Charlotte Perkins",Herland,Ladies Terry began out of a clear sky as it were are there no men in this country,1502,Terry,location
372,"Gilman, Charlotte Perkins",Herland,Ladies Terry began out of a clear sky as it were are there no men in this country,1502,Ladies,person
373,"Gilman, Charlotte Perkins",Herland,Men Somel answered,1503,Somel,person
374,"Gilman, Charlotte Perkins",Herland,Like you  Yes men Terry indicated his beard and threw back his broad shoulders,1504,Terry,person
375,"Gilman, Charlotte Perkins",Herland,Like you  Yes men Terry indicated his beard and threw back his broad shoulders,1504,Terry,location
376,"Gilman, Charlotte Perkins",Herland,Terry explained that we had not felt sufficiently used to the language making rather a mess of it I thought but Jeff was franker,1516,Terry,person
377,"Gilman, Charlotte Perkins",Herland,Terry explained that we had not felt sufficiently used to the language making rather a mess of it I thought but Jeff was franker,1516,Terry,location
378,"Gilman, Charlotte Perkins",Herland,Will you excuse us all he said if we admit that we find it hard to believe,1517,Will,person
379,"Gilman, Charlotte Perkins",Herland,asked Zava,1520,Zava,person
380,"Gilman, Charlotte Perkins",Herland,Terry looked uncomfortable but Jeff met the question quite calmly,1526,Terry,person
381,"Gilman, Charlotte Perkins",Herland,Terry looked uncomfortable but Jeff met the question quite calmly,1526,Terry,location
382,"Gilman, Charlotte Perkins",Herland,You ask us to believe that for two thousand years there have been only women here and only girl babies born  Exactly answered Somel nodding gravely,1536,Somel,person
383,"Gilman, Charlotte Perkins",Herland,We want you to teach us all you can Somel went on her firm shapely hands clasped on the table before her her clear quiet eyes meeting ours frankly,1547,Somel,person
384,"Gilman, Charlotte Perkins",Herland,What she said about our importance gave instant pleasure to Terry,1551,Terry,person
385,"Gilman, Charlotte Perkins",Herland,What she said about our importance gave instant pleasure to Terry,1551,Terry,location
386,"Gilman, Charlotte Perkins",Herland,Will you tell us how it came about,1554,Will,person
387,"Gilman, Charlotte Perkins",Herland,You said for two thousand yearsdid you have men here before that  Yes answered Zava,1556,Zava,person
388,"Gilman, Charlotte Perkins",Herland,Is it not so with you  Oh yes birds and bugs Terry said but not among animalshave you NO animals  We have cats she said,1566,Terry,person
389,"Gilman, Charlotte Perkins",Herland,Is it not so with you  Oh yes birds and bugs Terry said but not among animalshave you NO animals  We have cats she said,1566,Terry,location
390,"Gilman, Charlotte Perkins",Herland,  We had in the very old days these said Somel and sketched with swift sure touches a sort of sheep or llama and thesedogs of two or three kinds that thatpointing to my absurd but recognizable horse,1570,Somel,person
391,"Gilman, Charlotte Perkins",Herland,Terry demanded incredulously,1576,Terry,person
392,"Gilman, Charlotte Perkins",Herland,Terry demanded incredulously,1576,Terry,location
393,"Gilman, Charlotte Perkins",Herland,We have milk in abundanceour own  ButbutI mean for cookingfor grown people Terry blundered while they looked amazed and a shade displeased,1578,Terry,person
394,"Gilman, Charlotte Perkins",Herland,We have milk in abundanceour own  ButbutI mean for cookingfor grown people Terry blundered while they looked amazed and a shade displeased,1578,Terry,location
395,"Gilman, Charlotte Perkins",Herland,asked Somel earnestly,1588,Somel,person
396,"Gilman, Charlotte Perkins",Herland,We did get away as described and were peacefully brought back again without as Terry complained even the satisfaction of hitting anybody,1595,Terry,person
397,"Gilman, Charlotte Perkins",Herland,We did get away as described and were peacefully brought back again without as Terry complained even the satisfaction of hitting anybody,1595,Terry,location
398,"Gilman, Charlotte Perkins",Herland,While we were discussing birds Terry asked them if they used feathers for their hats and they seemed amused at the idea,1607,Terry,person
399,"Gilman, Charlotte Perkins",Herland,While we were discussing birds Terry asked them if they used feathers for their hats and they seemed amused at the idea,1607,Terry,location
400,"Gilman, Charlotte Perkins",Herland,As for them they said they only wore hats for shade when working in the sun and those were big light straw hats something like those used in China and Japan,1609,China,location
401,"Gilman, Charlotte Perkins",Herland,As for them they said they only wore hats for shade when working in the sun and those were big light straw hats something like those used in China and Japan,1609,Japan,location
402,"Gilman, Charlotte Perkins",Herland,pursued Terry making as pretty a picture as he could of a lady with a plumed hat,1612,Terry,person
403,"Gilman, Charlotte Perkins",Herland,pursued Terry making as pretty a picture as he could of a lady with a plumed hat,1612,Terry,location
404,"Gilman, Charlotte Perkins",Herland,Only Indians Jeff explained,1616,India,location
405,"Gilman, Charlotte Perkins",Herland,Rather hard on Thomas isnt it,1643,Thomas,person
406,"Gilman, Charlotte Perkins",Herland,suggested Terry,1644,Terry,person
407,"Gilman, Charlotte Perkins",Herland,suggested Terry,1644,Terry,location
408,"Gilman, Charlotte Perkins",Herland,Then Zava observing Terry with her grave sweet smile quoted back at him Rather hard on Thomas isnt it,1651,Terry,person
409,"Gilman, Charlotte Perkins",Herland,Then Zava observing Terry with her grave sweet smile quoted back at him Rather hard on Thomas isnt it,1651,Terry,location
410,"Gilman, Charlotte Perkins",Herland,Then Zava observing Terry with her grave sweet smile quoted back at him Rather hard on Thomas isnt it,1651,Thomas,person
411,"Gilman, Charlotte Perkins",Herland,Then Zava observing Terry with her grave sweet smile quoted back at him Rather hard on Thomas isnt it,1651,Zava,person
412,"Gilman, Charlotte Perkins",Herland,Jeff laughed eyeing Terry mischievously,1654,Terry,person
413,"Gilman, Charlotte Perkins",Herland,Jeff laughed eyeing Terry mischievously,1654,Terry,location
414,"Gilman, Charlotte Perkins",Herland,Terry broke in at this You must not imagine they are all dangerousits not one in a hundred that ever bites anybody,1664,Terry,person
415,"Gilman, Charlotte Perkins",Herland,Terry broke in at this You must not imagine they are all dangerousits not one in a hundred that ever bites anybody,1664,Terry,location
416,"Gilman, Charlotte Perkins",Herland,Why they are the best friends of the childrena boy doesnt have half a chance that hasnt a dog to play with  And the girls asked Somel,1665,Somel,person
417,"Gilman, Charlotte Perkins",Herland,In most civilized countries a kind of animal is kept which is no longer useful  They are a protection Terry insisted,1675,Terry,person
418,"Gilman, Charlotte Perkins",Herland,In most civilized countries a kind of animal is kept which is no longer useful  They are a protection Terry insisted,1675,Terry,location
419,"Gilman, Charlotte Perkins",Herland,Zava interrupted here,1678,Zava,person
420,"Gilman, Charlotte Perkins",Herland,Is it the men or the women who love this animal so much  Both insisted Terry,1679,Terry,person
421,"Gilman, Charlotte Perkins",Herland,Is it the men or the women who love this animal so much  Both insisted Terry,1679,Terry,location
422,"Gilman, Charlotte Perkins",Herland,And Jeff said Nonsense Terryyou know men like dogs better than women doas a whole,1682,Terry,person
423,"Gilman, Charlotte Perkins",Herland,And Jeff said Nonsense Terryyou know men like dogs better than women doas a whole,1682,Terry,location
424,"Gilman, Charlotte Perkins",Herland,Why suddenly asked Somel,1685,Somel,person
425,"Gilman, Charlotte Perkins",Herland,I will not try to repeat the careful detailed account I lost Ill just say that we were kept in that fortress a good six months all told and after that three in a pleasant enough city whereto Terrys infinite disgustthere were only Colonels and little childrenno young women whatever,1703,Terry,person
426,"Gilman, Charlotte Perkins",Herland,I will not try to repeat the careful detailed account I lost Ill just say that we were kept in that fortress a good six months all told and after that three in a pleasant enough city whereto Terrys infinite disgustthere were only Colonels and little childrenno young women whatever,1703,Terry,location
427,"Gilman, Charlotte Perkins",Herland,As to geographyat about the time of the Christian era this land had a free passage to the sea,1712,Christian,location
428,"Gilman, Charlotte Perkins",Herland,As to geographyat about the time of the Christian era this land had a free passage to the sea,1712,Christian,person
429,"Gilman, Charlotte Perkins",Herland,Then they decided it must be a direct gift from the gods and placed the proud mother in the Temple of Maaiatheir Goddess of Motherhoodunder strict watch,1753,Temple,location
430,"Gilman, Charlotte Perkins",Herland,It may be imagined how those five Daughters of Maaia Children of the Temple Mothers of the Futurethey had all the titles that love and hope and reverence could givewere reared,1760,Temple,location
431,"Gilman, Charlotte Perkins",Herland,It may be imagined how those five Daughters of Maaia Children of the Temple Mothers of the Futurethey had all the titles that love and hope and reverence could givewere reared,1760,Temple Mothers,location
432,"Gilman, Charlotte Perkins",Herland,There you have the start of Herland,1772,Herland,location
433,"Gilman, Charlotte Perkins",Herland,She lived to a hundred years old lived to see her hundred and twentyfive greatgranddaughters born lived as QueenPriestessMother of them all and died with a nobler pride and a fuller joy than perhaps any human soul has ever knownshe alone had founded a new race,1774,Queen,person
434,"Gilman, Charlotte Perkins",Herland,Terry incredulous even contemptuous when we were alone refused to believe the story,1785,Terry,person
435,"Gilman, Charlotte Perkins",Herland,Terry incredulous even contemptuous when we were alone refused to believe the story,1785,Terry,location
436,"Gilman, Charlotte Perkins",Herland,But these New Ladies didnt have anyone to be jealous of remember drawled Jeff,1789,Ladies,person
437,"Gilman, Charlotte Perkins",Herland,Thats a likely story Terry sneered,1790,Terry,person
438,"Gilman, Charlotte Perkins",Herland,Thats a likely story Terry sneered,1790,Terry,location
439,"Gilman, Charlotte Perkins",Herland,Indeed I dont snapped Terry,1801,Terry,person
440,"Gilman, Charlotte Perkins",Herland,Indeed I dont snapped Terry,1801,Terry,location
441,"Gilman, Charlotte Perkins",Herland,We were as patient as possible with Terry,1805,Terry,person
442,"Gilman, Charlotte Perkins",Herland,We were as patient as possible with Terry,1805,Terry,location
443,"Gilman, Charlotte Perkins",Herland,I dont suppose Terry had ever lived so long with neither Love Combat nor Danger to employ his superabundant energies and he was irritable,1807,Love,location
444,"Gilman, Charlotte Perkins",Herland,I dont suppose Terry had ever lived so long with neither Love Combat nor Danger to employ his superabundant energies and he was irritable,1807,Terry,person
445,"Gilman, Charlotte Perkins",Herland,I dont suppose Terry had ever lived so long with neither Love Combat nor Danger to employ his superabundant energies and he was irritable,1807,Terry,location
446,"Gilman, Charlotte Perkins",Herland,As to Terrys criticism it was true,1810,Terry,person
447,"Gilman, Charlotte Perkins",Herland,As to Terrys criticism it was true,1810,Terry,location
448,"Gilman, Charlotte Perkins",Herland,But Terry came to no such conclusion,1813,Terry,person
449,"Gilman, Charlotte Perkins",Herland,But Terry came to no such conclusion,1813,Terry,location
450,"Gilman, Charlotte Perkins",Herland,Look here Terry my boy,1816,Terry,person
451,"Gilman, Charlotte Perkins",Herland,Look here Terry my boy,1816,Terry,location
452,"Gilman, Charlotte Perkins",Herland,Beauty Health Strength Intellect Goodnessfor those they prayed and worked,1825,Beauty,person
453,"Gilman, Charlotte Perkins",Herland,The religion they had to begin with was much like that of old Greecea number of gods and goddesses but they lost all interest in deities of war and plunder and gradually centered on their Mother Goddess altogether,1828,Greece,location
454,"Gilman, Charlotte Perkins",Herland,Terry was very strong on that point,1845,Terry,person
455,"Gilman, Charlotte Perkins",Herland,Terry was very strong on that point,1845,Terry,location
456,"Gilman, Charlotte Perkins",Herland,But dont you LIKE to work  No man would work unless he had to Terry declared,1849,Terry,person
457,"Gilman, Charlotte Perkins",Herland,But dont you LIKE to work  No man would work unless he had to Terry declared,1849,Terry,location
458,"Gilman, Charlotte Perkins",Herland,Oh everything Terry said grandly,1863,Terry,person
459,"Gilman, Charlotte Perkins",Herland,Oh everything Terry said grandly,1863,Terry,location
460,"Gilman, Charlotte Perkins",Herland,What is the home asked Somel a little wistfully,1868,Somel,person
461,"Gilman, Charlotte Perkins",Herland,But Zava begged Tell me first do NO women work really  Why yes Terry admitted,1869,Terry,person
462,"Gilman, Charlotte Perkins",Herland,But Zava begged Tell me first do NO women work really  Why yes Terry admitted,1869,Terry,location
463,"Gilman, Charlotte Perkins",Herland,But Zava begged Tell me first do NO women work really  Why yes Terry admitted,1869,Zava,person
464,"Gilman, Charlotte Perkins",Herland,Compared with the other lands and other races I knew the United States of America had always seemed to me speaking modestly as good as the best of them,1874,United States,location
465,"Gilman, Charlotte Perkins",Herland,Compared with the other lands and other races I knew the United States of America had always seemed to me speaking modestly as good as the best of them,1874,State,location
466,"Gilman, Charlotte Perkins",Herland,What is POOR exactly  Ours is the best country in the world as to poverty Terry told them,1880,Terry,person
467,"Gilman, Charlotte Perkins",Herland,What is POOR exactly  Ours is the best country in the world as to poverty Terry told them,1880,Terry,location
468,"Gilman, Charlotte Perkins",Herland,Why European visitors tell us we dont know what poverty is  Neither do we answered Zava,1882,Europe,location
469,"Gilman, Charlotte Perkins",Herland,Why European visitors tell us we dont know what poverty is  Neither do we answered Zava,1882,Zava,person
470,"Gilman, Charlotte Perkins",Herland,Wont you tell us  Terry put it up to me saying I was the sociologist and I explained that the laws of nature require a struggle for existence and that in the struggle the fittest survive and the unfit perish,1883,Terry,person
471,"Gilman, Charlotte Perkins",Herland,Wont you tell us  Terry put it up to me saying I was the sociologist and I explained that the laws of nature require a struggle for existence and that in the struggle the fittest survive and the unfit perish,1883,Terry,location
472,"Gilman, Charlotte Perkins",Herland,That too he explained was a law of nature Reproduction is in inverse proportion to individuation  These laws of nature Zava gently asked are they all the laws you ha,1891,Zava,person
473,"Gilman, Charlotte Perkins",Herland,ave  I should say not protested Terry,1892,Terry,person
474,"Gilman, Charlotte Perkins",Herland,ave  I should say not protested Terry,1892,Terry,location
475,"Gilman, Charlotte Perkins",Herland,And I assure you Somel added that our people want to see you  Terry brightened up immensely at this news and reconciled himself to the renewed demands upon our capacity as teachers,1898,Terry,person
476,"Gilman, Charlotte Perkins",Herland,And I assure you Somel added that our people want to see you  Terry brightened up immensely at this news and reconciled himself to the renewed demands upon our capacity as teachers,1898,Terry,location
477,"Gilman, Charlotte Perkins",Herland,And I assure you Somel added that our people want to see you  Terry brightened up immensely at this news and reconciled himself to the renewed demands upon our capacity as teachers,1898,Somel,person
478,"Gilman, Charlotte Perkins",Herland,As to geography they had the tradition of the Great Sea beyond the mountains and they could see for themselves the endless thickforested plains below themthat was all,1900,Great Sea,location
479,"Gilman, Charlotte Perkins",Herland,When our biplane came whirring over their heads in that first scouting flight of ours they had instantly accepted it as proof of the high development of Some Where Else and had prepared to receive us as cautiously and eagerly as we might prepare to welcome visitors who came by meteor from Mars,1905,Mars,location
480,"Gilman, Charlotte Perkins",Herland,Even Terry grew interested in this work,1919,Terry,person
481,"Gilman, Charlotte Perkins",Herland,Even Terry grew interested in this work,1919,Terry,location
482,"Gilman, Charlotte Perkins",Herland,Do you mind telling what you intend to do with us Terry burst forth one day facing the calm and friendly Moadine with that funny halfblustering air of his,1928,Terry,person
483,"Gilman, Charlotte Perkins",Herland,Do you mind telling what you intend to do with us Terry burst forth one day facing the calm and friendly Moadine with that funny halfblustering air of his,1928,Terry,location
484,"Gilman, Charlotte Perkins",Herland,Terry was really pleased at that,1939,Terry,person
485,"Gilman, Charlotte Perkins",Herland,Terry was really pleased at that,1939,Terry,location
486,"Gilman, Charlotte Perkins",Herland,I dont see how that factwhich is shared by all womenconstitutes any risk to us Terry persisted,1959,Terry,person
487,"Gilman, Charlotte Perkins",Herland,I dont see how that factwhich is shared by all womenconstitutes any risk to us Terry persisted,1959,Terry,location
488,"Gilman, Charlotte Perkins",Herland,They looked at one another and shook their heads a little but Zava turned to Jeff and urged him to make us seesaid he seemed to understand more fully than we did,1964,Zava,person
489,"Gilman, Charlotte Perkins",Herland,What they call Motherhood was like this  They began with a really high degree of social development something like that of Ancient Egypt or Greece,1967,Egypt,location
490,"Gilman, Charlotte Perkins",Herland,What they call Motherhood was like this  They began with a really high degree of social development something like that of Ancient Egypt or Greece,1967,Greece,location
491,"Gilman, Charlotte Perkins",Herland,I remember how long Terry balked at the evident unanimity of these womenthe most conspicuous feature of their whole culture,1971,Terry,person
492,"Gilman, Charlotte Perkins",Herland,I remember how long Terry balked at the evident unanimity of these womenthe most conspicuous feature of their whole culture,1971,Terry,location
493,"Gilman, Charlotte Perkins",Herland,I tell you women are the natural cooperators not men  Terry had to learn a good many things he did not want to,1985,Terry,person
494,"Gilman, Charlotte Perkins",Herland,I tell you women are the natural cooperators not men  Terry had to learn a good many things he did not want to,1985,Terry,location
495,"Gilman, Charlotte Perkins",Herland,When I got this far in my reading I went to Somel for more light,2013,Somel,person
496,"Gilman, Charlotte Perkins",Herland,As for Somel she seemed sorry a little ashamed even of her too clearly expressed amazement,2034,Somel,person
497,"Gilman, Charlotte Perkins",Herland,No sole heir to an empires throne no solitary millionaire baby no only child of middleaged parents could compare as an idol with these Herland children,2061,Herland,location
498,"Gilman, Charlotte Perkins",Herland,With so many old women youd think thered be some razors sneered Terry,2081,Terry,person
499,"Gilman, Charlotte Perkins",Herland,With so many old women youd think thered be some razors sneered Terry,2081,Terry,location
500,"Gilman, Charlotte Perkins",Herland,Well its the only one then Terry reluctantly agreed,2084,Terry,person
501,"Gilman, Charlotte Perkins",Herland,Well its the only one then Terry reluctantly agreed,2084,Terry,location
502,"Gilman, Charlotte Perkins",Herland,Terrys idea of motherliness was the usual one involving a baby in arms or a little flock about her knees and the complete absorption of the mother in said baby or flock,2087,Terry,person
503,"Gilman, Charlotte Perkins",Herland,Terrys idea of motherliness was the usual one involving a baby in arms or a little flock about her knees and the complete absorption of the mother in said baby or flock,2087,Terry,location
504,"Gilman, Charlotte Perkins",Herland,A motherliness which dominated society which influenced every art and industry which absolutely protected all childhood and gave to it the most perfect care and training did not seem motherlyto Terry,2088,Terry,person
505,"Gilman, Charlotte Perkins",Herland,A motherliness which dominated society which influenced every art and industry which absolutely protected all childhood and gave to it the most perfect care and training did not seem motherlyto Terry,2088,Terry,location
506,"Gilman, Charlotte Perkins",Herland,Jeff said he loved Zava like an auntonly jollier than any aunt I ever saw Somel and I were as chummy as could bethe best of friends but it was funny to watch Terry and Moadine,2098,Terry,person
507,"Gilman, Charlotte Perkins",Herland,Jeff said he loved Zava like an auntonly jollier than any aunt I ever saw Somel and I were as chummy as could bethe best of friends but it was funny to watch Terry and Moadine,2098,Terry,location
508,"Gilman, Charlotte Perkins",Herland,Jeff said he loved Zava like an auntonly jollier than any aunt I ever saw Somel and I were as chummy as could bethe best of friends but it was funny to watch Terry and Moadine,2098,Zava,person
509,"Gilman, Charlotte Perkins",Herland,Jeff said he loved Zava like an auntonly jollier than any aunt I ever saw Somel and I were as chummy as could bethe best of friends but it was funny to watch Terry and Moadine,2098,Somel,person
510,"Gilman, Charlotte Perkins",Herland,I hated to admit to myself how much Terry had sunk in my esteem,2103,Terry,person
511,"Gilman, Charlotte Perkins",Herland,I hated to admit to myself how much Terry had sunk in my esteem,2103,Terry,location
512,"Gilman, Charlotte Perkins",Herland,But here against the calm wisdom and quiet restrained humor of these women with only that blessed Jeff and my inconspicuous self to compare with Terry did stand out rather strong,2110,Terry,person
513,"Gilman, Charlotte Perkins",Herland,But here against the calm wisdom and quiet restrained humor of these women with only that blessed Jeff and my inconspicuous self to compare with Terry did stand out rather strong,2110,Terry,location
514,"Gilman, Charlotte Perkins",Herland,But Somel rather escaped this form of humor save for a rather forced Some ell,2118,Somel,person
515,"Gilman, Charlotte Perkins",Herland,You shall meet her  No surnames at all then pursued Terry with his somewhat patronizing air,2127,Terry,person
516,"Gilman, Charlotte Perkins",Herland,You shall meet her  No surnames at all then pursued Terry with his somewhat patronizing air,2127,Terry,location
517,"Gilman, Charlotte Perkins",Herland,Why forfor identificationso people will know whose child she is  We keep the most careful records said Somel,2137,Somel,person
518,"Gilman, Charlotte Perkins",Herland,Its both said Somel,2151,Somel,person
519,"Gilman, Charlotte Perkins",Herland,Then why not sign em said Terry triumphantly,2156,Terry,person
520,"Gilman, Charlotte Perkins",Herland,Then why not sign em said Terry triumphantly,2156,Terry,location
521,"Gilman, Charlotte Perkins",Herland,Terry remained critical,2172,Terry,person
522,"Gilman, Charlotte Perkins",Herland,Terry remained critical,2172,Terry,location
523,"Gilman, Charlotte Perkins",Herland,The country was about the size of Holland some ten or twelve thousand square miles,2178,Holland,location
524,"Gilman, Charlotte Perkins",Herland,One could lose a good many Hollands along the forestsmothered flanks of those mighty mountains,2179,Holland,location
525,"Gilman, Charlotte Perkins",Herland,Terry had insisted that if they were parthenogenetic theyd be as alike as so many ants or aphids he urged their visible differences as proof that there must be mensomewhere,2182,Terry,person
526,"Gilman, Charlotte Perkins",Herland,Terry had insisted that if they were parthenogenetic theyd be as alike as so many ants or aphids he urged their visible differences as proof that there must be mensomewhere,2182,Terry,location
527,"Gilman, Charlotte Perkins",Herland,But surely the most important growth is in mindand in the things we make urged Somel,2188,Somel,person
528,"Gilman, Charlotte Perkins",Herland,It certainly should be Zava admitted,2192,Zava,person
529,"Gilman, Charlotte Perkins",Herland,But acquired traits are not transmissible Terry declared,2195,Terry,person
530,"Gilman, Charlotte Perkins",Herland,But acquired traits are not transmissible Terry declared,2195,Terry,location
531,"Gilman, Charlotte Perkins",Herland,As for the intelligence I confess that this was the most impressive and to me most mortifying of any single feature of Herland,2207,Herland,location
532,"Gilman, Charlotte Perkins",Herland,Toward the southeastern point where there was a large valley with a lake whose outlet was subterranean the climate was like that of California and citrus fruits figs and olives grew abundantly,2224,California,location
533,"Gilman, Charlotte Perkins",Herland,Confound their grandmotherly minds Terry said,2237,Terry,person
534,"Gilman, Charlotte Perkins",Herland,Confound their grandmotherly minds Terry said,2237,Terry,location
535,"Gilman, Charlotte Perkins",Herland,Pretty good people I think  Youll find they have their faults too Terry insisted and partly in selfdefense we all three began to look for those faults of theirs,2243,Terry,person
536,"Gilman, Charlotte Perkins",Herland,Pretty good people I think  Youll find they have their faults too Terry insisted and partly in selfdefense we all three began to look for those faults of theirs,2243,Terry,location
537,"Gilman, Charlotte Perkins",Herland,All these things even Terry had to admit but he still insisted that we should find out the other side pretty soon,2253,Terry,person
538,"Gilman, Charlotte Perkins",Herland,All these things even Terry had to admit but he still insisted that we should find out the other side pretty soon,2253,Terry,location
539,"Gilman, Charlotte Perkins",Herland,I was inclined to believe that there had to be something so I took the bull by the hornsthe cow I should sayand asked Somel,2261,Somel,person
540,"Gilman, Charlotte Perkins",Herland,Somel set her chin upon her hand her elbow on the low wall beside her and looked off over the fair land,2270,Somel,person
541,"Gilman, Charlotte Perkins",Herland,That we never allowed answered Somel quietly,2286,Somel,person
542,"Gilman, Charlotte Perkins",Herland,Allowed a mother to rear her own children  Certainly not said Somel unless she was fit for that supreme task,2289,Somel,person
543,"Gilman, Charlotte Perkins",Herland,I cried in cold horror something of Terrys feeling creeping over me that there must be something wrong among these many virtues,2299,Terry,person
