,text,title,author
1272,his mouth it was almost impossible to distinguish a single word. Just,1984,"Orwell, George"
1273,"once Winston caught a phrase--complete and final elimination of
Goldsteinism--jerked out very rapidly and, as it seemed, all in one piece,",1984,"Orwell, George"
1274,"like a line of type cast solid. For the rest it was just a noise, a",1984,"Orwell, George"
1275,"quack-quack-quacking. And yet, though you could not actually hear what the",1984,"Orwell, George"
1276,"man was saying, you could not be in any doubt about its general nature.",1984,"Orwell, George"
1277,He might be denouncing Goldstein and demanding sterner measures against,1984,"Orwell, George"
1278,"thought-criminals and saboteurs, he might be fulminating against the",1984,"Orwell, George"
1279,"atrocities of the Eurasian army, he might be praising Big Brother or the",1984,"Orwell, George"
1280,"heroes on the Malabar front--it made no difference. Whatever it was, you",1984,"Orwell, George"
1281,"could be certain that every word of it was pure orthodoxy, pure Ingsoc.",1984,"Orwell, George"
1282,"As he watched the eyeless face with the jaw moving rapidly up and down,",1984,"Orwell, George"
1283,Winston had a curious feeling that this was not a real human being but,1984,"Orwell, George"
1284,"some kind of dummy. It was not the mans brain that was speaking, it was
his larynx. The stuff that was coming out of him consisted of words, but
it was not speech in the true sense: it was a noise uttered in
unconsciousness, like the quacking of a duck.

Syme had fallen silent for a moment, and with the handle of his spoon was
tracing patterns in the puddle of stew. The voice from the other table
quacked rapidly on, easily audible in spite of the surrounding din.

There is a word in Newspeak, said Syme, I dont know whether you know
it: DUCKSPEAK, to quack like a duck. It is one of those interesting words
that have two contradictory meanings. Applied to an opponent, it is abuse,
applied to someone you agree with, it is praise.",1984,"Orwell, George"
1285,"Unquestionably Syme will be vaporized, Winston thought again. He thought",1984,"Orwell, George"
1286,"it with a kind of sadness, although well knowing that Syme despised him",1984,"Orwell, George"
1287,"and slightly disliked him, and was fully capable of denouncing him as a",1984,"Orwell, George"
1288,thought-criminal if he saw any reason for doing so. There was something,1984,"Orwell, George"
1289,"subtly wrong with Syme. There was something that he lacked: discretion,",1984,"Orwell, George"
1290,"aloofness, a sort of saving stupidity. You could not say that he was",1984,"Orwell, George"
1291,"unorthodox. He believed in the principles of Ingsoc, he venerated Big",1984,"Orwell, George"
1292,"Brother, he rejoiced over victories, he hated heretics, not merely with",1984,"Orwell, George"
1293,"sincerity but with a sort of restless zeal, an up-to-dateness of",1984,"Orwell, George"
1294,"information, which the ordinary Party member did not approach. Yet a faint",1984,"Orwell, George"
1295,air of disreputability always clung to him. He said things that would have,1984,"Orwell, George"
1296,"been better unsaid, he had read too many books, he frequented the Chestnut",1984,"Orwell, George"
1297,"Tree Cafe, haunt of painters and musicians. There was no law, not even an",1984,"Orwell, George"
1298,"unwritten law, against frequenting the Chestnut Tree Cafe, yet the place",1984,"Orwell, George"
1299,"was somehow ill-omened. The old, discredited leaders of the Party had been",1984,"Orwell, George"
1300,"used to gather there before they were finally purged. Goldstein himself,",1984,"Orwell, George"
1301,"it was said, had sometimes been seen there, years and decades ago. Symes
fate was not difficult to foresee. And yet it was a fact that if Syme
grasped, even for three seconds, the nature of his, Winstons, secret",1984,"Orwell, George"
1302,"opinions, he would betray him instantly to the Thought Police. So would",1984,"Orwell, George"
1303,"anybody else, for that matter: but Syme more than most. Zeal was not",1984,"Orwell, George"
1304,enough. Orthodoxy was unconsciousness.,1984,"Orwell, George"
1305,"Syme looked up. Here comes Parsons, he said.",1984,"Orwell, George"
1306,"Something in the tone of his voice seemed to add, that bloody fool.",1984,"Orwell, George"
1307,"Parsons, Winstons fellow-tenant at Victory Mansions, was in fact threading
his way across the room--a tubby, middle-sized man with fair hair and a
froglike face. At thirty-five he was already putting on rolls of fat at
neck and waistline, but his movements were brisk and boyish. His whole
appearance was that of a little boy grown large, so much so that although
he was wearing the regulation overalls, it was almost impossible not to
think of him as being dressed in the blue shorts, grey shirt, and red
neckerchief of the Spies. In visualizing him one saw always a picture of
dimpled knees and sleeves rolled back from pudgy forearms. Parsons did,
indeed, invariably revert to shorts when a community hike or any other
physical activity gave him an excuse for doing so. He greeted them both
with a cheery Hullo, hullo! and sat down at the table, giving off an
intense smell of sweat. Beads of moisture stood out all over his pink face.
His powers of sweating were extraordinary. At the Community Centre you
could always tell when he had been playing table-tennis by the dampness of
the bat handle. Syme had produced a strip of paper on which there was a
long column of words, and was studying it with an ink-pencil between his
fingers.

Look at him working away in the lunch hour, said Parsons, nudging
Winston. Keenness, eh? Whats that youve got there, old boy? Something",1984,"Orwell, George"
1308,"a bit too brainy for me, I expect. Smith, old boy, Ill tell you why Im",1984,"Orwell, George"
1309,chasing you. Its that sub you forgot to give me.,1984,"Orwell, George"
1310,"Which sub is that? said Winston, automatically feeling for money. About",1984,"Orwell, George"
1311,"a quarter of ones salary had to be earmarked for voluntary subscriptions,
which were so numerous that it was difficult to keep track of them.

For Hate Week. You know--the house-by-house fund. Im treasurer for our
block. Were making an all-out effort--going to put on a tremendous show.",1984,"Orwell, George"
1312,"I tell you, it wont be my fault if old Victory Mansions doesnt have the",1984,"Orwell, George"
1313,"biggest outfit of flags in the whole street. Two dollars you promised me.

Winston found and handed over two creased and filthy notes, which Parsons
entered in a small notebook, in the neat handwriting of the illiterate.

By the way, old boy, he said. I hear that little beggar of mine let fly",1984,"Orwell, George"
1314,at you with his catapult yesterday. I gave him a good dressing-down for it.,1984,"Orwell, George"
1315,In fact I told him Id take the catapult away if he does it again.,1984,"Orwell, George"
1316,"I think he was a little upset at not going to the execution, said",1984,"Orwell, George"
1317,Winston.,1984,"Orwell, George"
1318,"Ah, well--what I mean to say, shows the right spirit, doesnt it?",1984,"Orwell, George"
1319,"Mischievous little beggars they are, both of them, but talk about keenness!",1984,"Orwell, George"
1320,"All they think about is the Spies, and the war, of course. Dyou know what
that little girl of mine did last Saturday, when her troop was on a hike
out Berkhamsted way? She got two other girls to go with her, slipped off
from the hike, and spent the whole afternoon following a strange man. They
kept on his tail for two hours, right through the woods, and then, when
they got into Amersham, handed him over to the patrols.",1984,"Orwell, George"
1321,"What did they do that for? said Winston, somewhat taken aback. Parsons",1984,"Orwell, George"
1322,went on triumphantly:,1984,"Orwell, George"
1323,"My kid made sure he was some kind of enemy agent--might have been dropped
by parachute, for instance. But heres the point, old boy. What do you",1984,"Orwell, George"
1324,think put her on to him in the first place? She spotted he was wearing a,1984,"Orwell, George"
1325,"funny kind of shoes--said shed never seen anyone wearing shoes like that
before. So the chances were he was a foreigner. Pretty smart for a nipper
of seven, eh?",1984,"Orwell, George"
1326,What happened to the man? said Winston.,1984,"Orwell, George"
1327,"Ah, that I couldnt say, of course. But I wouldnt be altogether surprised
if---- Parsons made the motion of aiming a rifle, and clicked his tongue",1984,"Orwell, George"
1328,for the explosion.,1984,"Orwell, George"
1329,"Good, said Syme abstractedly, without looking up from his strip of paper.",1984,"Orwell, George"
1330,"Of course we cant afford to take chances, agreed Winston dutifully.

What I mean to say, there is a war on, said Parsons.

As though in confirmation of this, a trumpet call floated from the
telescreen just above their heads. However, it was not the proclamation of
a military victory this time, but merely an announcement from the Ministry
of Plenty.

Comrades! cried an eager youthful voice. Attention, comrades! We have",1984,"Orwell, George"
1331,glorious news for you. We have won the battle for production! Returns now,1984,"Orwell, George"
1332,completed of the output of all classes of consumption goods show that the,1984,"Orwell, George"
1333,standard of living has risen by no less than 20 per cent over the past,1984,"Orwell, George"
1334,year. All over Oceania this morning there were irrepressible spontaneous,1984,"Orwell, George"
1335,demonstrations when workers marched out of factories and offices and,1984,"Orwell, George"
1336,paraded through the streets with banners voicing their gratitude to Big,1984,"Orwell, George"
1337,"Brother for the new, happy life which his wise leadership has bestowed",1984,"Orwell, George"
1338,"upon us. Here are some of the completed figures. Foodstuffs----

The phrase our new, happy life recurred several times. It had been a
favourite of late with the Ministry of Plenty. Parsons, his attention
caught by the trumpet call, sat listening with a sort of gaping solemnity,
a sort of edified boredom. He could not follow the figures, but he was
aware that they were in some way a cause for satisfaction. He had lugged
out a huge and filthy pipe which was already half full of charred tobacco.
With the tobacco ration at 100 grammes a week it was seldom possible to
fill a pipe to the top. Winston was smoking a Victory Cigarette which he
held carefully horizontal. The new ration did not start till tomorrow and
he had only four cigarettes left. For the moment he had shut his ears to
the remoter noises and was listening to the stuff that streamed out of the
telescreen. It appeared that there had even been demonstrations to thank
Big Brother for raising the chocolate ration to twenty grammes a week. And
only yesterday, he reflected, it had been announced that the ration was
to be REDUCED to twenty grammes a week. Was it possible that they could
swallow that, after only twenty-four hours? Yes, they swallowed it. Parsons
swallowed it easily, with the stupidity of an animal. The eyeless creature
at the other table swallowed it fanatically, passionately, with a furious
desire to track down, denounce, and vaporize anyone who should suggest that
last week the ration had been thirty grammes. Syme, too--in some more
complex way, involving doublethink, Syme swallowed it. Was he, then, ALONE
in the possession of a memory?

The fabulous statistics continued to pour out of the telescreen. As
compared with last year there was more food, more clothes, more houses,
more furniture, more cooking-pots, more fuel, more ships, more helicopters,
more books, more babies--more of everything except disease, crime, and
insanity. Year by year and minute by minute, everybody and everything was
whizzing rapidly upwards. As Syme had done earlier Winston had taken up
his spoon and was dabbling in the pale-coloured gravy that dribbled across
the table, drawing a long streak of it out into a pattern. He meditated
resentfully on the physical texture of life. Had it always been like
this? Had food always tasted like this? He looked round the canteen.
A low-ceilinged, crowded room, its walls grimy from the contact of
innumerable bodies; battered metal tables and chairs, placed so close
together that you sat with elbows touching; bent spoons, dented trays,
coarse white mugs; all surfaces greasy, grime in every crack; and a
sourish, composite smell of bad gin and bad coffee and metallic stew and
dirty clothes. Always in your stomach and in your skin there was a sort
of protest, a feeling that you had been cheated of something that you had
a right to. It was true that he had no memories of anything greatly
different. In any time that he could accurately remember, there had never
been quite enough to eat, one had never had socks or underclothes that
were not full of holes, furniture had always been battered and rickety,
rooms underheated, tube trains crowded, houses falling to pieces,
bread dark-coloured, tea a rarity, coffee filthy-tasting, cigarettes
insufficient--nothing cheap and plentiful except synthetic gin. And though,
of course, it grew worse as ones body aged, was it not a sign that this",1984,"Orwell, George"
1339,"was NOT the natural order of things, if ones heart sickened at the
discomfort and dirt and scarcity, the interminable winters, the stickiness
of ones socks, the lifts that never worked, the cold water, the gritty",1984,"Orwell, George"
1340,"soap, the cigarettes that came to pieces, the food with its strange evil",1984,"Orwell, George"
1341,tastes? Why should one feel it to be intolerable unless one had some kind,1984,"Orwell, George"
1342,of ancestral memory that things had once been different?,1984,"Orwell, George"
1343,"He looked round the canteen again. Nearly everyone was ugly, and would",1984,"Orwell, George"
1344,still have been ugly even if dressed otherwise than in the uniform blue,1984,"Orwell, George"
1345,"overalls. On the far side of the room, sitting at a table alone, a small,",1984,"Orwell, George"
1346,"curiously beetle-like man was drinking a cup of coffee, his little eyes",1984,"Orwell, George"
1347,"darting suspicious glances from side to side. How easy it was, thought",1984,"Orwell, George"
1348,"Winston, if you did not look about you, to believe that the physical type",1984,"Orwell, George"
1349,set up by the Party as an ideal--tall muscular youths and deep-bosomed,1984,"Orwell, George"
1350,"maidens, blond-haired, vital, sunburnt, carefree--existed and even",1984,"Orwell, George"
1351,"predominated. Actually, so far as he could judge, the majority of people",1984,"Orwell, George"
1352,"in Airstrip One were small, dark, and ill-favoured. It was curious how that",1984,"Orwell, George"
1353,"beetle-like type proliferated in the Ministries: little dumpy men, growing",1984,"Orwell, George"
1354,"stout very early in life, with short legs, swift scuttling movements, and",1984,"Orwell, George"
1355,fat inscrutable faces with very small eyes. It was the type that seemed to,1984,"Orwell, George"
1356,flourish best under the dominion of the Party.,1984,"Orwell, George"
1357,The announcement from the Ministry of Plenty ended on another trumpet call,1984,"Orwell, George"
1358,"and gave way to tinny music. Parsons, stirred to vague enthusiasm by the",1984,"Orwell, George"
1359,"bombardment of figures, took his pipe out of his mouth.",1984,"Orwell, George"
1360,"The Ministry of Plentys certainly done a good job this year, he said
with a knowing shake of his head. By the way, Smith old boy, I suppose",1984,"Orwell, George"
1361,you havent got any razor blades you can let me have?,1984,"Orwell, George"
1362,"Not one, said Winston. Ive been using the same blade for six weeks",1984,"Orwell, George"
1363,"myself.

Ah, well--just thought Id ask you, old boy.",1984,"Orwell, George"
1364,"Sorry, said Winston.",1984,"Orwell, George"
1365,"The quacking voice from the next table, temporarily silenced during the",1984,"Orwell, George"
1366,"Ministrys announcement, had started up again, as loud as ever. For some
reason Winston suddenly found himself thinking of Mrs Parsons, with her
wispy hair and the dust in the creases of her face. Within two years those
children would be denouncing her to the Thought Police. Mrs Parsons would
be vaporized. Syme would be vaporized. Winston would be vaporized. OBrien",1984,"Orwell, George"
1367,"would be vaporized. Parsons, on the other hand, would never be vaporized.",1984,"Orwell, George"
1368,The eyeless creature with the quacking voice would never be vaporized.,1984,"Orwell, George"
1369,The little beetle-like men who scuttle so nimbly through the labyrinthine,1984,"Orwell, George"
1370,"corridors of Ministries they, too, would never be vaporized. And the girl",1984,"Orwell, George"
1371,"with dark hair, the girl from the Fiction Department--she would never be",1984,"Orwell, George"
1372,vaporized either. It seemed to him that he knew instinctively who would,1984,"Orwell, George"
1373,survive and who would perish: though just what it was that made for,1984,"Orwell, George"
1374,"survival, it was not easy to say.",1984,"Orwell, George"
1375,At this moment he was dragged out of his reverie with a violent jerk. The,1984,"Orwell, George"
1376,girl at the next table had turned partly round and was looking at him. It,1984,"Orwell, George"
1377,"was the girl with dark hair. She was looking at him in a sidelong way, but",1984,"Orwell, George"
1378,with curious intensity. The instant she caught his eye she looked away,1984,"Orwell, George"
1379,again.,1984,"Orwell, George"
1380,"The sweat started out on Winstons backbone. A horrible pang of terror
went through him. It was gone almost at once, but it left a sort of nagging
uneasiness behind. Why was she watching him? Why did she keep following him
about? Unfortunately he could not remember whether she had already been at
the table when he arrived, or had come there afterwards. But yesterday, at
any rate, during the Two Minutes Hate, she had sat immediately behind him
when there was no apparent need to do so. Quite likely her real object had
been to listen to him and make sure whether he was shouting loudly enough.

His earlier thought returned to him: probably she was not actually a member
of the Thought Police, but then it was precisely the amateur spy who was
the greatest danger of all. He did not know how long she had been looking
at him, but perhaps for as much as five minutes, and it was possible
that his features had not been perfectly under control. It was terribly
dangerous to let your thoughts wander when you were in any public place
or within range of a telescreen. The smallest thing could give you away.
A nervous tic, an unconscious look of anxiety, a habit of muttering to
yourself--anything that carried with it the suggestion of abnormality, of
having something to hide. In any case, to wear an improper expression on
your face (to look incredulous when a victory was announced, for example)
was itself a punishable offence. There was even a word for it in Newspeak:
FACECRIME, it was called.

The girl had turned her back on him again. Perhaps after all she was not
really following him about, perhaps it was coincidence that she had sat so
close to him two days running. His cigarette had gone out, and he laid it
carefully on the edge of the table. He would finish smoking it after work,
if he could keep the tobacco in it. Quite likely the person at the next
table was a spy of the Thought Police, and quite likely he would be in the
cellars of the Ministry of Love within three days, but a cigarette end
must not be wasted. Syme had folded up his strip of paper and stowed it
away in his pocket. Parsons had begun talking again.

Did I ever tell you, old boy, he said, chuckling round the stem of his
pipe, about the time when those two nippers of mine set fire to the old",1984,"Orwell, George"
1381,"market-womans skirt because they saw her wrapping up sausages in a poster
of B.B.? Sneaked up behind her and set fire to it with a box of matches.
Burned her quite badly, I believe. Little beggars, eh? But keen as mustard!
Thats a first-rate training they give them in the Spies nowadays--better",1984,"Orwell, George"
1382,"than in my day, even. What dyou thinks the latest thing theyve served
them out with? Ear trumpets for listening through keyholes! My little
girl brought one home the other night--tried it out on our sitting-room
door, and reckoned she could hear twice as much as with her ear to the
hole. Of course its only a toy, mind you. Still, gives em the right
idea, eh?",1984,"Orwell, George"
1383,At this moment the telescreen let out a piercing whistle. It was the,1984,"Orwell, George"
1384,signal to return to work. All three men sprang to their feet to join in,1984,"Orwell, George"
1385,"the struggle round the lifts, and the remaining tobacco fell out of",1984,"Orwell, George"
1386,"Winstons cigarette.




Chapter 6



Winston was writing in his diary:


   It was three years ago. It was on a dark evening, in a narrow
side-street near one of the big railway stations. She was standing near a
doorway in the wall, under a street lamp that hardly gave any light. She
had a young face, painted very thick. It was really the paint that appealed
to me, the whiteness of it, like a mask, and the bright red lips. Party
women never paint their faces. There was nobody else in the street, and no
telescreens. She said two dollars. I----


For the moment it was too difficult to go on. He shut his eyes and pressed
his fingers against them, trying to squeeze out the vision that kept
recurring. He had an almost overwhelming temptation to shout a string of
filthy words at the top of his voice. Or to bang his head against the wall,
to kick over the table, and hurl the inkpot through the window--to do any
violent or noisy or painful thing that might black out the memory that was
tormenting him.

Your worst enemy, he reflected, was your own nervous system. At any moment
the tension inside you was liable to translate itself into some visible
symptom. He thought of a man whom he had passed in the street a few weeks
back; a quite ordinary-looking man, a Party member, aged thirty-five to
forty, tallish and thin, carrying a brief-case. They were a few metres
apart when the left side of the mans face was suddenly contorted by a sort",1984,"Orwell, George"
1387,of spasm. It happened again just as they were passing one another: it was,1984,"Orwell, George"
1388,"only a twitch, a quiver, rapid as the clicking of a camera shutter, but",1984,"Orwell, George"
1389,obviously habitual. He remembered thinking at the time: That poor devil is,1984,"Orwell, George"
1390,done for. And what was frightening was that the action was quite possibly,1984,"Orwell, George"
1391,unconscious. The most deadly danger of all was talking in your sleep. There,1984,"Orwell, George"
1392,"was no way of guarding against that, so far as he could see.",1984,"Orwell, George"
1393,He drew his breath and went on writing:,1984,"Orwell, George"
1394,   I went with her through the doorway and across a backyard into a,1984,"Orwell, George"
1395,"basement kitchen. There was a bed against the wall, and a lamp on the",1984,"Orwell, George"
1396,"table, turned down very low. She----",1984,"Orwell, George"
1397,His teeth were set on edge. He would have liked to spit. Simultaneously,1984,"Orwell, George"
1398,"with the woman in the basement kitchen he thought of Katharine, his wife.",1984,"Orwell, George"
1399,"Winston was married--had been married, at any rate: probably he still was",1984,"Orwell, George"
1400,"married, so far as he knew his wife was not dead. He seemed to breathe",1984,"Orwell, George"
1401,"again the warm stuffy odour of the basement kitchen, an odour compounded",1984,"Orwell, George"
1402,"of bugs and dirty clothes and villainous cheap scent, but nevertheless",1984,"Orwell, George"
1403,"alluring, because no woman of the Party ever used scent, or could be",1984,"Orwell, George"
1404,imagined as doing so. Only the proles used scent. In his mind the smell,1984,"Orwell, George"
1405,of it was inextricably mixed up with fornication.,1984,"Orwell, George"
1406,When he had gone with that woman it had been his first lapse in two years,1984,"Orwell, George"
1407,"or thereabouts. Consorting with prostitutes was forbidden, of course, but",1984,"Orwell, George"
1408,it was one of those rules that you could occasionally nerve yourself to,1984,"Orwell, George"
1409,"break. It was dangerous, but it was not a life-and-death matter. To be",1984,"Orwell, George"
1410,caught with a prostitute might mean five years in a forced-labour camp:,1984,"Orwell, George"
1411,"not more, if you had committed no other offence. And it was easy enough,",1984,"Orwell, George"
1412,provided that you could avoid being caught in the act. The poorer quarters,1984,"Orwell, George"
1413,swarmed with women who were ready to sell themselves. Some could even be,1984,"Orwell, George"
1414,"purchased for a bottle of gin, which the proles were not supposed to drink.",1984,"Orwell, George"
1415,"Tacitly the Party was even inclined to encourage prostitution, as an outlet",1984,"Orwell, George"
1416,for instincts which could not be altogether suppressed. Mere debauchery,1984,"Orwell, George"
1417,"did not matter very much, so long as it was furtive and joyless and only",1984,"Orwell, George"
1418,involved the women of a submerged and despised class. The unforgivable,1984,"Orwell, George"
1419,crime was promiscuity between Party members. But--though this was one,1984,"Orwell, George"
1420,of the crimes that the accused in the great purges invariably confessed,1984,"Orwell, George"
1421,to--it was difficult to imagine any such thing actually happening.,1984,"Orwell, George"
1422,The aim of the Party was not merely to prevent men and women from forming,1984,"Orwell, George"
1423,"loyalties which it might not be able to control. Its real, undeclared",1984,"Orwell, George"
1424,purpose was to remove all pleasure from the sexual act. Not love so much,1984,"Orwell, George"
1425,"as eroticism was the enemy, inside marriage as well as outside it. All",1984,"Orwell, George"
1426,marriages between Party members had to be approved by a committee,1984,"Orwell, George"
1427,"appointed for the purpose, and--though the principle was never clearly",1984,"Orwell, George"
1428,stated--permission was always refused if the couple concerned gave,1984,"Orwell, George"
1429,the impression of being physically attracted to one another. The only,1984,"Orwell, George"
1430,recognized purpose of marriage was to beget children for the service of,1984,"Orwell, George"
1431,the Party. Sexual intercourse was to be looked on as a slightly disgusting,1984,"Orwell, George"
1432,"minor operation, like having an enema. This again was never put into plain",1984,"Orwell, George"
1433,"words, but in an indirect way it was rubbed into every Party member from",1984,"Orwell, George"
1434,childhood onwards. There were even organizations such as the Junior,1984,"Orwell, George"
1435,"Anti-Sex League, which advocated complete celibacy for both sexes. All",1984,"Orwell, George"
1436,"children were to be begotten by artificial insemination (ARTSEM, it was",1984,"Orwell, George"
1437,"called in Newspeak) and brought up in public institutions. This, Winston",1984,"Orwell, George"
1438,"was aware, was not meant altogether seriously, but somehow it fitted in",1984,"Orwell, George"
1439,with the general ideology of the Party. The Party was trying to kill the,1984,"Orwell, George"
1440,"sex instinct, or, if it could not be killed, then to distort it and dirty",1984,"Orwell, George"
1441,"it. He did not know why this was so, but it seemed natural that it should",1984,"Orwell, George"
1442,"be so. And as far as the women were concerned, the Partys efforts were
largely successful.

He thought again of Katharine. It must be nine, ten--nearly eleven years
since they had parted. It was curious how seldom he thought of her. For
days at a time he was capable of forgetting that he had ever been married.
They had only been together for about fifteen months. The Party did not
permit divorce, but it rather encouraged separation in cases where there
were no children.

Katharine was a tall, fair-haired girl, very straight, with splendid
movements. She had a bold, aquiline face, a face that one might have called
noble until one discovered that there was as nearly as possible nothing
behind it. Very early in her married life he had decided--though perhaps
it was only that he knew her more intimately than he knew most people--that
she had without exception the most stupid, vulgar, empty mind that he had
ever encountered. She had not a thought in her head that was not a slogan,
and there was no imbecility, absolutely none that she was not capable of
swallowing if the Party handed it out to her. The human sound-track he
nicknamed her in his own mind. Yet he could have endured living with her
if it had not been for just one thing--sex.

As soon as he touched her she seemed to wince and stiffen. To embrace her
was like embracing a jointed wooden image. And what was strange was that
even when she was clasping him against her he had the feeling that she
was simultaneously pushing him away with all her strength. The rigidity
of her muscles managed to convey that impression. She would lie there
with shut eyes, neither resisting nor co-operating but SUBMITTING. It was
extraordinarily embarrassing, and, after a while, horrible. But even then
he could have borne living with her if it had been agreed that they should
remain celibate. But curiously enough it was Katharine who refused this.
They must, she said, produce a child if they could. So the performance
continued to happen, once a week quite regularly, whenever it was not
impossible. She even used to remind him of it in the morning, as something
which had to be done that evening and which must not be forgotten. She had
two names for it. One was making a baby, and the other was our duty to",1984,"Orwell, George"
1443,"the Party (yes, she had actually used that phrase). Quite soon he grew to
have a feeling of positive dread when the appointed day came round. But
luckily no child appeared, and in the end she agreed to give up trying,
and soon afterwards they parted.

Winston sighed inaudibly. He picked up his pen again and
wrote:


   She threw herself down on the bed, and at once, without any kind of
preliminary in the most coarse, horrible way you can imagine, pulled up
her skirt. I----


He saw himself standing there in the dim lamplight, with the smell of bugs
and cheap scent in his nostrils, and in his heart a feeling of defeat and
resentment which even at that moment was mixed up with the thought of
Katharines white body, frozen for ever by the hypnotic power of the Party.",1984,"Orwell, George"
1444,Why did it always have to be like this? Why could he not have a woman of,1984,"Orwell, George"
1445,his own instead of these filthy scuffles at intervals of years? But a real,1984,"Orwell, George"
1446,love affair was an almost unthinkable event. The women of the Party were,1984,"Orwell, George"
1447,all alike. Chastity was as deep ingrained in them as Party loyalty. By,1984,"Orwell, George"
1448,"careful early conditioning, by games and cold water, by the rubbish that",1984,"Orwell, George"
1449,"was dinned into them at school and in the Spies and the Youth League, by",1984,"Orwell, George"
1450,"lectures, parades, songs, slogans, and martial music, the natural feeling",1984,"Orwell, George"
1451,had been driven out of them. His reason told him that there must be,1984,"Orwell, George"
1452,"exceptions, but his heart did not believe it. They were all impregnable,",1984,"Orwell, George"
1453,"as the Party intended that they should be. And what he wanted, more even",1984,"Orwell, George"
1454,"than to be loved, was to break down that wall of virtue, even if it were",1984,"Orwell, George"
1455,"only once in his whole life. The sexual act, successfully performed, was",1984,"Orwell, George"
1456,"rebellion. Desire was thoughtcrime. Even to have awakened Katharine, if he",1984,"Orwell, George"
1457,"could have achieved it, would have been like a seduction, although she was",1984,"Orwell, George"
1458,his wife.,1984,"Orwell, George"
1459,But the rest of the story had got to be written down. He wrote:,1984,"Orwell, George"
1460,   I turned up the lamp. When I saw her in the light----,1984,"Orwell, George"
1461,After the darkness the feeble light of the paraffin lamp had seemed very,1984,"Orwell, George"
1462,bright. For the first time he could see the woman properly. He had taken a,1984,"Orwell, George"
1463,"step towards her and then halted, full of lust and terror. He was painfully",1984,"Orwell, George"
1464,conscious of the risk he had taken in coming here. It was perfectly,1984,"Orwell, George"
1465,possible that the patrols would catch him on the way out: for that matter,1984,"Orwell, George"
1466,they might be waiting outside the door at this moment. If he went away,1984,"Orwell, George"
1467,without even doing what he had come here to do----!,1984,"Orwell, George"
1468,"It had got to be written down, it had got to be confessed. What he had",1984,"Orwell, George"
1469,suddenly seen in the lamplight was that the woman was OLD. The paint was,1984,"Orwell, George"
1470,plastered so thick on her face that it looked as though it might crack,1984,"Orwell, George"
1471,like a cardboard mask. There were streaks of white in her hair; but the,1984,"Orwell, George"
1472,"truly dreadful detail was that her mouth had fallen a little open,",1984,"Orwell, George"
1473,revealing nothing except a cavernous blackness. She had no teeth at all.,1984,"Orwell, George"
1474,"He wrote hurriedly, in scrabbling handwriting:",1984,"Orwell, George"
1475,"   When I saw her in the light she was quite an old woman, fifty years old",1984,"Orwell, George"
1476,at least. But I went ahead and did it just the same.,1984,"Orwell, George"
1477,He pressed his fingers against his eyelids again. He had written it down,1984,"Orwell, George"
1478,"at last, but it made no difference. The therapy had not worked. The urge",1984,"Orwell, George"
1479,to shout filthy words at the top of his voice was as strong as ever.,1984,"Orwell, George"
1480,Chapter 7,1984,"Orwell, George"
1481,"If there is hope, wrote Winston, it lies in the proles.",1984,"Orwell, George"
1482,"If there was hope, it MUST lie in the proles, because only there in those",1984,"Orwell, George"
1483,"swarming disregarded masses, 85 per cent of the population of Oceania,",1984,"Orwell, George"
1484,could the force to destroy the Party ever be generated. The Party could,1984,"Orwell, George"
1485,"not be overthrown from within. Its enemies, if it had any enemies, had",1984,"Orwell, George"
1486,no way of coming together or even of identifying one another. Even if,1984,"Orwell, George"
1487,"the legendary Brotherhood existed, as just possibly it might, it was",1984,"Orwell, George"
1488,inconceivable that its members could ever assemble in larger numbers than,1984,"Orwell, George"
1489,"twos and threes. Rebellion meant a look in the eyes, an inflexion of the",1984,"Orwell, George"
1490,"voice, at the most, an occasional whispered word. But the proles, if only",1984,"Orwell, George"
1491,they could somehow become conscious of their own strength. would have no,1984,"Orwell, George"
1492,need to conspire. They needed only to rise up and shake themselves like,1984,"Orwell, George"
1493,a horse shaking off flies. If they chose they could blow the Party to,1984,"Orwell, George"
1494,pieces tomorrow morning. Surely sooner or later it must occur to them to,1984,"Orwell, George"
1495,do it? And yet----!,1984,"Orwell, George"
1496,He remembered how once he had been walking down a crowded street when a,1984,"Orwell, George"
1497,"tremendous shout of hundreds of voices womens voices--had burst from a
side-street a little way ahead. It was a great formidable cry of anger
and despair, a deep, loud Oh-o-o-o-oh! that went humming on like the
reverberation of a bell. His heart had leapt. Its started! he had thought.",1984,"Orwell, George"
1498,A riot! The proles are breaking loose at last! When he had reached the spot,1984,"Orwell, George"
1499,it was to see a mob of two or three hundred women crowding round the stalls,1984,"Orwell, George"
1500,"of a street market, with faces as tragic as though they had been the doomed",1984,"Orwell, George"
1501,passengers on a sinking ship. But at this moment the general despair broke,1984,"Orwell, George"
1502,down into a multitude of individual quarrels. It appeared that one of the,1984,"Orwell, George"
1503,"stalls had been selling tin saucepans. They were wretched, flimsy things,",1984,"Orwell, George"
1504,but cooking-pots of any kind were always difficult to get. Now the supply,1984,"Orwell, George"
1505,"had unexpectedly given out. The successful women, bumped and jostled by",1984,"Orwell, George"
1506,"the rest, were trying to make off with their saucepans while dozens of",1984,"Orwell, George"
1507,"others clamoured round the stall, accusing the stall-keeper of favouritism",1984,"Orwell, George"
1508,and of having more saucepans somewhere in reserve. There was a fresh,1984,"Orwell, George"
